Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;latitude;longitude;Etat_num;quartier;jours_hors_service;hors_service_Xj;score_performance;nb_incidents_30j;multi_incidents_30j;distance_centre
CE;11315;Ce Provence Alpes Corse - Outre-Mer;469;Trois Mares/00469;60 RUE CHARLES BAUDELAIRE;LE TAMPON;97430.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;-21.259257;55.502934;;Autre;;;;;;9403.106556612765
CE;11315;Ce Provence Alpes Corse - Metropole;350;Vedene/00350;23 RUE DE LA REPUBLIQUE;VEDENE;84270.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Udv;disponible;43.979369;4.904549;;Autre;;;;;;575.8192444060292
CE;11315;Ce Provence Alpes Corse - Metropole;181;Allauch/00181;4 RUE FREDERIC CHEVILLON;ALLAUCH;13190.0;Interne;Mar au Sam {08:15-12:00} Mar au Ven {13:30-17:00};Udv;disponible;43.336453;5.481323;;Marseille;;;;;;658.7650587864396
CE;11315;Ce Provence Alpes Corse - Metropole;181;Allauch/00181;4 RUE FREDERIC CHEVILLON;ALLAUCH;13190.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.336453;5.481323;;Marseille;;;;;;658.7650587864396
CE;11315;Ce Provence Alpes Corse - Metropole;229;Arles Trebon Fontvieille/00229;54 AVENUE DE STALINGRAD;ARLES;13200.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.685401;4.634294;;Marseille;;;;;;600.4450903592416
CE;11315;Ce Provence Alpes Corse - Metropole;214;Aubagne La Source/00214;506 AVENUE DES CANIERS;AUBAGNE;13400.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.289428;5.59358;;Marseille;;;;;;666.8586318043003
CE;11315;Ce Provence Alpes Corse - Metropole;214;Aubagne La Source/00214;506 AVENUE DES CANIERS;AUBAGNE;13400.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.289428;5.59358;;Marseille;;;;;;666.8586318043003
CE;11315;Ce Provence Alpes Corse - Metropole;133;Aubagne Voltaire/00133;19 COURS VOLTAIRE;AUBAGNE;13400.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.295291;5.568123;;Marseille;;;;;;665.5171605721628
CE;11315;Ce Provence Alpes Corse - Metropole;343;Avignon Cap Sud/00343;162 AVENUE PIERRE SEMARD;AVIGNON;84000.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.928733;4.840302;;Autre;;;;;;579.5089737563891
CE;11315;Ce Provence Alpes Corse - Metropole;343;Avignon Cap Sud/00343;162 AVENUE PIERRE SEMARD;AVIGNON;84000.0;Interne;Mar au Ven {09:15-13:00 14:00-18:00} Sam {09:15-12:30};Cge;disponible;43.928733;4.840302;;Autre;;;;;;579.5089737563891
CE;11315;Ce Provence Alpes Corse - Metropole;352;Pont Des 2 Eaux/00352;431 RUE RENE CASSIN;AVIGNON;84000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.946335;4.843063;;Autre;;;;;;577.7213705816421
CE;11315;Ce Provence Alpes Corse - Metropole;333;Avignon Saint Ruf/00333;84 AVENUE SAINT RUF;AVIGNON;84000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.93651;4.810184;;Autre;;;;;;577.9321639472173
CE;11315;Ce Provence Alpes Corse - Metropole;300;Avignon Universite/00300;34 BOULEVARD LIMBERTILOT SAINTE MARTHE;AVIGNON;84000.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.937591;4.812243;;Autre;;;;;;577.8693917828726
CE;11315;Ce Provence Alpes Corse - Outre-Mer;720;Basse Terre/00720;BOULEVARD DU GENERAL DE GAULLENOLIVOS;BASSE TERRE;97100.0;Sas;TLJ {06:00-23:00};Gdv;disponible;15.994807;-61.731071;;Autre;;;;;;6788.955140912607
CE;11315;Ce Provence Alpes Corse - Outre-Mer;720;Basse Terre/00720;BOULEVARD DU GENERAL DE GAULLENOLIVOS;BASSE TERRE;97100.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;15.994807;-61.731071;;Autre;;;;;;6788.955140912607
CE;11315;Ce Provence Alpes Corse - Outre-Mer;909;Calebassier/00909;7-8 DE BERTHELOT;BASSE TERRE;97100.0;Sas;TLJ {06:00-23:00};Gdv;disponible;16.005269;-61.73751;;Autre;;;;;;6788.563775161773
CE;11315;Ce Provence Alpes Corse - Outre-Mer;637;Beausejour/00637;170 AVENUE DU BEAU PAYS IMMEUBLE CANOPEE;SAINTE MARIE;97438.0;Dans La Rue;TLJ {00:00-23:59};Gab;service dégradé;-20.921254;55.528891;;Autre;;;;;;9372.640892244299
CE;11315;Ce Provence Alpes Corse - Metropole;177;Beaumont/00177;222 AVENUE DU 24 AVRIL 1915;MARSEILLE;13012.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.308423;5.437487;;Marseille;;;;;;660.4653423111235
CE;11315;Ce Provence Alpes Corse - Metropole;128;Belle De Mai/00128;13 RUE BONNARDEL;MARSEILLE;13003.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.311308;5.387466;;Marseille;;;;;;658.7869753601204
CE;11315;Ce Provence Alpes Corse - Metropole;128;Belle De Mai/00128;13 RUE BONNARDEL;MARSEILLE;13003.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.311308;5.387466;;Marseille;;;;;;658.7869753601204
CE;11315;Ce Provence Alpes Corse - Metropole;256;Berre L Etang/00256;18 AVENUE DE LA LIBERATION;BERRE-L'ETANG;13130.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.477203;5.168005;;Marseille;;;;;;635.5061264518296
CE;11315;Ce Provence Alpes Corse - Metropole;125;Blancarde/00125;19 BOULEVARD BLANCARDE;MARSEILLE;13004.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.302789;5.397986;;Marseille;;;;;;659.9662559392805
CE;11315;Ce Provence Alpes Corse - Metropole;750;Borely/00750;PLACE LOUIS BONNEFON;MARSEILLE;13008.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.254224;5.381886;;Marseille;;;;;;664.6135727530325
CE;11315;Ce Provence Alpes Corse - Outre-Mer;98;Boulevard Bank/00098;2 CHEMIN CHATEAU D'EAU - LOCAL 2;SAINT PIERRE;97410.0;Interne;Mar et Mer et Ven {08:15-12:15 13:30-17:00} Jeu {08:15-12:15 14:30-17:00} Sam {08:15-12:30};Udv;disponible;-21.328096;55.473303;;Autre;;;;;;9407.979655083593
CE;11315;Ce Provence Alpes Corse - Outre-Mer;98;Boulevard Bank/00098;2 CHEMIN CHATEAU D'EAU - LOCAL 2;SAINT PIERRE;97410.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;-21.328096;55.473303;;Autre;;;;;;9407.979655083593
CE;11315;Ce Provence Alpes Corse - Metropole;209;Cadolive/00209;5 AVENUE DU VILLAGE;CADOLIVE;13950.0;Interne;Mar au Ven {08:15-12:00 13:30-17:00} Sam {08:15-12:00};Udv;disponible;43.395655;5.545338;;Marseille;;;;;;654.4323584301435
CE;11315;Ce Provence Alpes Corse - Metropole;216;Carnoux En Provence/00216;PLACE DU MARECHAL LYAUTEY;CARNOUX-EN-PROVENCE;13470.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.257385;5.568367;;Marseille;;;;;;669.4673614665561
CE;11315;Ce Provence Alpes Corse - Metropole;384;Carpentras Porte Du Ventoux/00384;ROUTE DE MAZAN;CARPENTRAS;84200.0;Sas;TLJ {06:00-23:00};Gdv;disponible;44.059866;5.072375;;Autre;;;;;;571.9109150684288
CE;11315;Ce Provence Alpes Corse - Metropole;124;Marseille Castellane/00124;4 RUE LOUIS MAUREL;MARSEILLE;13006.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.285681;5.382739;;Marseille;;;;;;661.3411104688035
CE;11315;Ce Provence Alpes Corse - Metropole;389;Cavaillon Auchan/00389;CENTRE COMMERCIAL AUCHANQUARTIER RAVAOU;CAVAILLON;84300.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.837154;5.050988;;Autre;;;;;;594.6113144757248
CE;11315;Ce Provence Alpes Corse - Metropole;389;Cavaillon Auchan/00389;CENTRE COMMERCIAL AUCHANQUARTIER RAVAOU;CAVAILLON;84300.0;Interne;Mar au Ven {09:15-18:15} Sam {09:15-12:45};Udv;disponible;43.837154;5.050988;;Autre;;;;;;594.6113144757248
CE;11315;Ce Provence Alpes Corse - Metropole;154;Cavaillon Gambetta/00154;69 PLACE GAMBETTA;CAVAILLON;84300.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.836376;5.041204;;Autre;;;;;;594.4322381783139
CE;11315;Ce Provence Alpes Corse - Metropole;195;Chapitre/00195;2 BOULEVARD LONGCHAMP;MARSEILLE;13001.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.300691;5.387023;;Marseille;;;;;;659.8861640741899
CE;11315;Ce Provence Alpes Corse - Metropole;138;Chateaurenard/00138;37 COURS CARNOT;CHATEAURENARD;13160.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.883804;4.855052;;Marseille;;;;;;584.6230698365711
CE;11315;Ce Provence Alpes Corse - Metropole;131;Chave/00131;189 BOULEVARD CHAVE;MARSEILLE;13005.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Cge;disponible;43.295757;5.397487;;Marseille;;;;;;660.6884586460973
CE;11315;Ce Provence Alpes Corse - Metropole;131;Chave/00131;189 BOULEVARD CHAVE;MARSEILLE;13005.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.295757;5.397487;;Marseille;;;;;;660.6884586460973
CE;11315;Ce Provence Alpes Corse - Outre-Mer;956;Cluny/00956;CENTRE COMMERCIALPLATEAU ROY CLUNY;SCHOELCHER;97233.0;Sas;TLJ {06:00-23:00};Drv;disponible;14.621292;-61.083297;;Autre;;;;;;6855.2589802140465
CE;11315;Ce Provence Alpes Corse - Metropole;357;Coustellet/00357;5 ROUTE DE CAVAILLON;MAUBEC;84660.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.866678;5.140636;;Autre;;;;;;593.9550276450846
CE;11315;Ce Provence Alpes Corse - Metropole;515;Eguilles/00515;GRAND PLACE;EGUILLES;13510.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Udv;disponible;43.57022;5.353703;;Marseille;;;;;;630.8108377825658
CE;11315;Ce Provence Alpes Corse - Metropole;156;Endoume/00156;1 PLACE SAINT EUGENE;MARSEILLE;13007.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.284437;5.357988;;Marseille;;;;;;660.8007966752451
CE;11315;Ce Provence Alpes Corse - Metropole;817;Espace Personnes Protegees/00817;202 AVENUE DES CHARTREUX;MARSEILLE;13004.0;Sas;TLJ {06:00-23:00};Gab;hors service;43.311406;5.401262;;Marseille;;;;;;659.1545423180635
CE;11315;Ce Provence Alpes Corse - Metropole;777;Euromediterranee/00777;9 BOULEVARD DE DUNKERQUEIMMEUBLE GRAND LARGE;MARSEILLE;13002.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.307861;5.368151;;Marseille;;;;;;658.6215548504302
CE;11315;Ce Provence Alpes Corse - Metropole;777;Euromediterranee/00777;9 BOULEVARD DE DUNKERQUEIMMEUBLE GRAND LARGE;MARSEILLE;13002.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.307861;5.368151;;Marseille;;;;;;658.6215548504302
CE;11315;Ce Provence Alpes Corse - Metropole;246;Eyguieres/00246;9 RUE DU COUVENT;EYGUIERES;13430.0;Interne;Mar au Ven {08:15-12:00 13:30-17:00} Sam {08:15-12:00};Udv;disponible;43.694942;5.032218;;Marseille;;;;;;609.0578713321569
CE;11315;Ce Provence Alpes Corse - Metropole;246;Eyguieres/00246;9 RUE DU COUVENT;EYGUIERES;13430.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;43.694942;5.032218;;Marseille;;;;;;609.0578713321569
CE;11315;Ce Provence Alpes Corse - Metropole;232;Fontvieille/00232;9 COURS HYACINTHE BELLON;FONTVIEILLE;13990.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Udv;disponible;43.726115;4.708914;;Marseille;;;;;;597.806919450376
CE;11315;Ce Provence Alpes Corse - Metropole;232;Fontvieille/00232;9 COURS HYACINTHE BELLON;FONTVIEILLE;13990.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;43.726115;4.708914;;Marseille;;;;;;597.806919450376
CE;11315;Ce Provence Alpes Corse - Outre-Mer;951;Fort De France/00951;ANGLE BOULEVARD DU GENERAL DE GAULLE RUE;FORT-DE-FRANCE;97200.0;Dans La Rue;TLJ {00:00-23:59};Gab;service dégradé;14.607756;-61.070568;;Autre;;;;;;6855.462200759992
CE;11315;Ce Provence Alpes Corse - Metropole;219;Fuveau Europe/00219;395 RD 96 LE JAS DE BASSASCENTRE COMMERCIAL;FUVEAU;13710.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Cge;disponible;43.444799;5.551389;;Marseille;;;;;;649.5085397643767
CE;11315;Ce Provence Alpes Corse - Metropole;219;Fuveau Europe/00219;395 RD 96 LE JAS DE BASSASCENTRE COMMERCIAL;FUVEAU;13710.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.444799;5.551389;;Marseille;;;;;;649.5085397643767
CE;11315;Ce Provence Alpes Corse - Metropole;218;Gardanne/00218;18 AVENUE DE NICE;GARDANNE;13120.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.458438;5.474111;;Marseille;;;;;;645.8607472614542
CE;11315;Ce Provence Alpes Corse - Metropole;267;Grand Peyrolles/00267;CENTRE COMMERCIAL LES RIVAUXROUTE DU PLAN;PEYROLLES-EN-PROVENCE;13860.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.644892;5.579475;;Marseille;;;;;;629.6574003117297
CE;11315;Ce Provence Alpes Corse - Metropole;267;Grand Peyrolles/00267;CENTRE COMMERCIAL LES RIVAUXROUTE DU PLAN;PEYROLLES-EN-PROVENCE;13860.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.644892;5.579475;;Marseille;;;;;;629.6574003117297
CE;11315;Ce Provence Alpes Corse - Metropole;267;Grand Peyrolles/00267;CENTRE COMMERCIAL LES RIVAUXROUTE DU PLAN;PEYROLLES-EN-PROVENCE;13860.0;Interne;Mar et Mer et Ven {08:15-12:00 13:30-17:00} Jeu {09:00-12:00 13:30-17:00} Sam {08:15-12:00};Udv;disponible;43.644892;5.579475;;Marseille;;;;;;629.6574003117297
CE;11315;Ce Provence Alpes Corse - Metropole;150;Isle Sur La Sorgue/00150;1 PLACE GAMBETTA;L'ISLE-SUR-LA-SORGUE;84800.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.917357;5.052737;;Autre;;;;;;586.2560659921719
CE;11315;Ce Provence Alpes Corse - Metropole;140;Istres/00140;16 BOULEVARD LEON JOUHAUX;ISTRES;13800.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.51435;4.986107;;Marseille;;;;;;626.9440739894859
CE;11315;Ce Provence Alpes Corse - Metropole;140;Istres/00140;16 BOULEVARD LEON JOUHAUX;ISTRES;13800.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.51435;4.986107;;Marseille;;;;;;626.9440739894859
CE;11315;Ce Provence Alpes Corse - Outre-Mer;752;Jarry/00752;30 RUE FERDINAND FORESTZI JARRY;BAIE MAHAULT;97122.0;Sas;TLJ {06:00-23:00};Gdv;disponible;16.239962;-61.565434;;Autre;;;;;;6756.911888041141
CE;11315;Ce Provence Alpes Corse - Outre-Mer;752;Jarry/00752;30 RUE FERDINAND FORESTZI JARRY;BAIE MAHAULT;97122.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;16.239962;-61.565434;;Autre;;;;;;6756.911888041141
CE;11315;Ce Provence Alpes Corse - Outre-Mer;135;Kaweni/00135;1 RUE DE LA GRANDE TRAVERSEEZONE INDUSTRIELLE KAWENI 1;MAMOUDZOU;97600.0;Sas;TLJ {06:00-23:00};Gdv;hors service;-12.779816;45.221911;;Autre;;;;;;8041.320384422583
CE;11315;Ce Provence Alpes Corse - Metropole;163;La Capelette/00163;LAZER;MARSEILLE;13010.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.281669;5.403212;;Marseille;;;;;;662.3194143793577
CE;11315;Ce Provence Alpes Corse - Metropole;134;La Ciotat Lumiere/00134;406 AVENUE EMILIE BODIN;LA CIOTAT;13600.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.189287;5.604485;;Marseille;;;;;;677.5850353895371
CE;11315;Ce Provence Alpes Corse - Metropole;760;La Ciotat Marina/00760;3 AVENUE EMILE SELLON;LA CIOTAT;13600.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.191376;5.616871;;Marseille;;;;;;677.7216698598285
CE;11315;Ce Provence Alpes Corse - Metropole;761;La Destrousse/00761;QUARTIERUE SOUQUE NEGRE;LA DESTROUSSE;13112.0;Sas;TLJ {06:00-23:00};Drv;disponible;43.390257;5.597248;;Marseille;;;;;;656.5024688902637
CE;11315;Ce Provence Alpes Corse - Metropole;257;La Fare Les Oliviers/00257;31 AVENUE PASTEUR;LA FARE-LES-OLIVIERS;13580.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Udv;disponible;43.550564;5.195665;;Marseille;;;;;;628.5329644208873
CE;11315;Ce Provence Alpes Corse - Outre-Mer;205;La Montagne/00205;ROUTE DES PALMIERSIMMEUBLE LA POTERNE;LA MONTAGNE;97417.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;-20.880475;55.440931;;Autre;;;;;;9363.958586914869
CE;11315;Ce Provence Alpes Corse - Metropole;210;La Penne Sur Huveaune/00210;156 BOULEVARD VOLTAIRE;LA PENNE-SUR-HUVEAUNE;13821.0;Sas;TLJ {06:00-23:00};Gdv;disponible;43.281302;5.516923;;Marseille;;;;;;665.5169357381706
CE;11315;Ce Provence Alpes Corse - Metropole;210;La Penne Sur Huveaune/00210;156 BOULEVARD VOLTAIRE;LA PENNE-SUR-HUVEAUNE;13821.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.281302;5.516923;;Marseille;;;;;;665.5169357381706
CE;11315;Ce Provence Alpes Corse - Metropole;210;La Penne Sur Huveaune/00210;156 BOULEVARD VOLTAIRE;LA PENNE-SUR-HUVEAUNE;13821.0;Interne;Mar au Ven {08:00-12:00 13:30-18:00} Sam {08:00-12:00};Cge;disponible;43.281302;5.516923;;Marseille;;;;;;665.5169357381706
CE;11315;Ce Provence Alpes Corse - Outre-Mer;402;La Petite Ile/00402;203 RUE DE LA BOURDONNAIS;PETITE ILE;97429.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;-21.356035;55.565506;;Autre;;;;;;9415.667755553297
CE;11315;Ce Provence Alpes Corse - Metropole;171;Pointe Rouge/00171;41 AVENUE DE MONTREDON;MARSEILLE;13008.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;43.242549;5.369633;;Marseille;;;;;;665.5067080005589
CE;11315;Ce Provence Alpes Corse - Outre-Mer;403;Possession/00403;82 RUE LECONTE DE LISLE;LA POSSESSION;97419.0;Sas;TLJ {06:00-23:00};Gdv;disponible;-20.932626;55.335123;;Autre;;;;;;9363.07305272369
BP;16607;Dupuy De Parseval;2130;Bdp Narbonne Centre/02130;16 BOULEVARD GAMBETTA;NARBONNE;11100.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.182551;3.007621;;Autre;;;;;;632.2272310102666
BP;16607;Dupuy De Parseval;2490;Bdp Beziers Jean-Jaures/02490;30 PLACE JEAN JAURES;BEZIERS;34500.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.342017;3.216381;;Autre;;;;;;616.0805781980558
BP;16607;Bp Sud;8400;Saint Gely Du Fesc/08400;C C ZAC DES VAUTES RD 986;SAINT GELY DU FESC;34980.0;Interne;Mar et Mer et Ven {08:30-12:30 13:45-17:45} Jeu {08:30-12:30 15:15-17:45} Sam {08:30-12:45};Drm;disponible;43.674898;3.831379;;Autre;;;;;;586.5730366775509
BP;16607;Bp Sud;9350;Saint Aunes/09350;RUE DU FENOUILZAC SAINT ANTOINE;SAINT AUNES;34130.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.649192;3.977473;;Autre;;;;;;591.6492506664594
BP;16607;Bp Sud;7160;Thuir/07160;6 PLACE DE LA REPUBLIQUE;THUIR;66300.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;42.632587;2.75732;;Autre;;;;;;692.0640622124286
BP;16607;Bp Sud;7010;Ceret/07010;16 AVENUE GEORGES CLEMENCEAU;CERET;66400.0;Sas;TLJ {06:00-22:00};Gab;disponible;42.486737;2.750225;;Autre;;;;;;708.2427638287093
BP;16607;Bp Sud;9060;Montpellier Neos/09060;130 RUE DE LA JASSE DE MAURIN;MONTPELLIER;34070.0;Sas;TLJ {06:00-22:00};Grc;disponible;43.581235;3.863571;;Autre;;;;;;597.2876718476404
BP;16607;Bp Sud;7860;Latour Bas Elne/07860;3 CHEMIN DU MOULIN;LATOUR BAS ELNE;66200.0;Sas;TLJ {06:00-22:00};Gab;disponible;42.607607;2.998688;;Autre;;;;;;695.9387601627704
BP;16607;Bp Sud;7830;Saillagouse/07830;29 AVENUE DES COMTES DE CERDAGNE;SAILLAGOUSE;66800.0;Sas;TLJ {06:00-22:00};Grc;disponible;42.457157;2.038067;;Autre;;;;;;711.2632696639635
BP;16607;Bp Sud;7100;Font Romeu/07100;7 AVENUE EMMANUEL BROUSSE;FONT-ROMEU;66120.0;Interne;Lun au Mer et Ven {09:00-12:15 13:45-17:45} Jeu {09:00-12:00 13:45-17:45};Drm;disponible;42.50416;2.039249;;Autre;;;;;;706.0363644788579
BP;16607;Dupuy De Parseval;2110;Bdp Clermont L'Herault/02110;RUE DE GRENACHEZAC VALLEE DE L'HERAULT;CLERMONT L HERAULT;34800.0;Sas;TLJ {06:00-23:00};Grc;disponible;43.624765;3.408825;;Autre;;;;;;586.6819163036623
BP;16607;Bp Sud;7321;Leucate/07321;C.C. SHOPI;LEUCATE;11370.0;Sas;TLJ {06:00-23:00};Grc;disponible;42.851229;3.041795;;Autre;;;;;;669.1731589424905
BP;16607;Bp Sud;7350;Quillan/07350;5 BOULEVARD JEAN JAURES;QUILLAN;11500.0;Sas;TLJ {06:00-23:00};Grc;hors service;42.875506;2.183469;;Autre;;;;;;664.4580867304779
BP;16607;Bp Sud;9370;Carcassonne Pech Mary/09370;7 AVENUE DU SOUVENIRUE FRANCAIS;CARCASSONNE;11000.0;Sas;TLJ {07:00-22:00};Gab;disponible;43.208657;2.382524;;Autre;;;;;;627.2937291870885
BP;16607;Bp Sud;9370;Carcassonne Pech Mary/09370;7 AVENUE DU SOUVENIRUE FRANCAIS;CARCASSONNE;11000.0;Interne;Mar {08:15-12:15 13:30-17:30} Mer au Ven {08:15-00:00};Drm;disponible;43.208657;2.382524;;Autre;;;;;;627.2937291870885
BP;16607;Bp Sud;7230;Bompas/07230;7 AVENUE PASTEUR;BOMPAS;66430.0;Sas;TLJ {06:00-23:00};Grc;hors service;42.73146;2.933059;;Autre;;;;;;681.8449258741022
BP;16607;Bp Sud;8670;Nimes Ville Active/08670;5 RUE DES LAURIERS;NIMES;30900.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.816721;4.351817;;Autre;;;;;;580.3366774539325
BP;16607;Bp Sud;8490;Montpellier Richter/08490;47 AVENUE DE LA POMPIGNANE;MONTPELLIER;34000.0;Sas;TLJ {07:00-22:00};Grc;disponible;43.606473;3.898264;;Autre;;;;;;595.0571245662588
BP;16607;Bp Sud;9340;Montpellier Arceaux/09340;20 BOULEVARD DES ARCEAUX;MONTPELLIER;34000.0;Sas;TLJ {07:00-22:00};Gab;disponible;43.61193;3.864795;;Autre;;;;;;593.9526327166226
BP;16607;Bp Sud;9380;Narbonne Anatole France/09380;110 AVENUE ANATOLE FRANCE;NARBONNE;11100.0;Sas;TLJ {07:00-22:00};Gvp;disponible;43.189365;2.985996;;Autre;;;;;;631.3401346483332
BP;16607;Bp Sud;9460;Ales Peri/09460;47 RUE D'AVEJAN;ALES;30100.0;Sas;TLJ {06:00-23:00};Gab;disponible;44.121939;4.079968;;Autre;;;;;;542.1232120881014
BP;16607;Bp Sud;9410;Ganges/09410;24 RUE PASTEUR;GANGES;34190.0;Sas;TLJ {07:00-22:00};Grc;disponible;43.932672;3.710627;;Autre;;;;;;556.6245052527645
BP;16607;Bp Sud;9270;Ales Rocade/09270;584 AVENUE DE CROUPILLAC;ALES;30100.0;Interne;Lun au Mer et Ven {09:00-12:30 13:30-17:30} Jeu {09:00-12:30 14:30-17:30};Drm;disponible;44.133645;4.104653;;Autre;;;;;;541.322344688615
BP;16607;Bp Sud;8140;Caissargues/08140;AVENUE DE LA DAME;CAISSARGUES;30132.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.799421;4.38082;;Autre;;;;;;582.7883805086735
BP;16607;Bp Sud;8410;Beziers Riquet/08410;39 TERUE ALLEES PAUL RIQUET;BEZIERS;34500.0;Sas;Lun au Mer et Ven {09:00-12:30 13:30-17:30} Jeu {09:00-12:30 14:30-17:30};Gab;disponible;43.342025;3.217695;;Autre;;;;;;616.090652250224
BP;16607;Bp Sud;8860;St Dionizy/08860;CC CASINOLIEUDIT CAMPASTIER;SAINT DIONISY;30980.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;43.804793;4.227572;;Autre;;;;;;579.1790032312671
BP;16607;Bp Sud;9480;Bagnols Le Louvre/09480;4 PLACE JEAN JAURES;BAGNOLS SUR CEZE;30200.0;Interne;Lun au Mer et Ven {09:00-12:30 13:45-17:45} Jeu {09:00-12:30 14:45-17:45};Drm;disponible;44.165075;4.61899;;Autre;;;;;;549.0510555160685
BP;16607;Bp Sud;9450;Beziers Polygone/09450;3 CARREFOURUE DE L'HOURSLOT 103;BEZIERS;34500.0;Interne;Mar et Mer et Ven {08:45-12:45 13:45-17:45} Jeu {08:45-12:45 14:45-17:45} Sam {08:30-12:45};Drm;disponible;43.348978;3.217252;;Autre;;;;;;615.3179471632573
BP;16607;Bp Sud;7840;Carcassonne Pont Rouge/07840;230 RUE MAGELLANZI PONT ROUGE;CARCASSONNE;11000.0;Sas;TLJ {06:00-23:00};Grc;disponible;43.235573;2.366363;;Autre;;;;;;624.2970715472027
BP;16607;Bp Sud;7080;Le Perthus/07080;27 AVENUE DE FRANCE;LE PERTHUS;66480.0;Sas;TLJ {06:00-23:00};Gvp;disponible;42.464693;2.863204;;Autre;;;;;;711.128381195628
BP;16607;Bp Sud;9280;Castelnau Aube Rouge/09280;ZA AUBE ROUGE;CASTELNAU LE  LEZ;34170.0;Sas;TLJ {06:00-23:00};Gvp;disponible;43.638745;3.925732;;Autre;;;;;;591.9623283317189
BP;16607;Bp Sud;8130;Perols/08130;LIEU DIT LES GALINES;PEROLS;34470.0;Sas;TLJ {00:00-23:59};Gab;disponible;43.556815;3.954956;;Autre;;;;;;601.3566966578319
BP;16607;Bp Sud;9201;La Peyrade/09201;AVENUE MARECHAL JUINLA PEYRADE;FRONTIGNAN;34110.0;Dans La Rue;TLJ {06:00-23:00};Gab;disponible;43.433569;3.735813;;Autre;;;;;;611.6404278102166
BP;16607;Bp Sud;9201;La Peyrade/09201;AVENUE MARECHAL JUINLA PEYRADE;FRONTIGNAN;34110.0;Sas;TLJ {06:00-23:00};Grc;hors service;43.433569;3.735813;;Autre;;;;;;611.6404278102166
