Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;latitude;longitude;Etat_num;quartier;jours_hors_service;hors_service_Xj;score_performance;nb_incidents_30j;multi_incidents_30j;distance_centre
CE;17515;Ce Ile-De-France;91;La Garenne Colombes/00091;52 BOULEVARD DE LA REPUBLIQUE;LA GARENNE-COLOMBES;92250.0;Sas;TLJ {06:00-22:00};Gdv;hors service;48.906362;2.248823;;Autre;;;;;;9.696479502086081
CE;17515;Ce Ile-De-France;91;La Garenne Colombes/00091;52 BOULEVARD DE LA REPUBLIQUE;LA GARENNE-COLOMBES;92250.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.906362;2.248823;;Autre;;;;;;9.696479502086081
CE;14505;Ce Loire-Centre;11531;Epernon/11531;1 PLACE ARISTIDE BRIAND;EPERNON;28230.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.609011;1.677223;;Autre;;;;;;56.15156719453346
CE;17515;Ce Ile-De-France;92;Champigny Mairie/00092;71 RUE JEAN JAURES;CHAMPIGNY-SUR-MARNE;94500.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.81447;2.508594;;Autre;;;;;;12.262294070581733
CE;17515;Ce Ile-De-France;92;Champigny Mairie/00092;71 RUE JEAN JAURES;CHAMPIGNY-SUR-MARNE;94500.0;Sas;TLJ {07:00-22:00};Gvv;disponible;48.81447;2.508594;;Autre;;;;;;12.262294070581733
CE;17515;Ce Ile-De-France;92;Champigny Mairie/00092;71 RUE JEAN JAURES;CHAMPIGNY-SUR-MARNE;94500.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Car;disponible;48.81447;2.508594;;Autre;;;;;;12.262294070581733
CE;17515;Ce Ile-De-France;93;Epinay Sur Seine/00093;22 RUE DE PARIS;EPINAY-SUR-SEINE;93800.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.953435;2.311974;;Autre;;;;;;11.832531612979677
CE;17515;Ce Ile-De-France;95;Becon Les Bruyeres/00095;7 AVENUE DE LA LIBERTE;COURBEVOIE;92400.0;Sas;TLJ {06:00-22:00};Gdv;service dégradé;48.904264;2.268313;;Autre;;;;;;8.490810641399646
CE;17515;Ce Ile-De-France;95;Becon Les Bruyeres/00095;7 AVENUE DE LA LIBERTE;COURBEVOIE;92400.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.904264;2.268313;;Autre;;;;;;8.490810641399646
CE;17515;Ce Ile-De-France;96;Antony/00096;3 RUE AUGUSTE MOUNIE;ANTONY;92160.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.753497;2.304377;;Autre;;;;;;11.238859628257986
CE;17515;Ce Ile-De-France;99;Les Pavillons Sous Bois/00099;51 AVENUE VICTORUE HUGO;LES PAVILLONS-SOUS-BOIS;93320.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.909019;2.516324;;Autre;;;;;;13.820270426624807
CE;14505;Ce Loire-Centre;13550;Illiers Combray/13550;14 RUE SAINT HILAIRE;ILLIERS-COMBRAY;28120.0;Dans La Rue;TLJ {00:00-23:59};Gab;hors service;48.299734;1.242768;;Autre;;;;;;101.87853938249326
CE;17515;Ce Ile-De-France;101;Paris Parc Monceau/00101;130 RUE DE COURCELLES;PARIS;75017.0;Sas;TLJ {07:00-22:00};Gdv;disponible;48.881184;2.301262;;Paris;;;;;;4.973238995989575
CE;17515;Ce Ile-De-France;101;Paris Parc Monceau/00101;130 RUE DE COURCELLES;PARIS;75017.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.881184;2.301262;;Paris;;;;;;4.973238995989575
CE;14505;Ce Loire-Centre;11541;Dreux Les Bates/11541;8 PLACE D ITALIECENTRE COMMERCIAL LECLERC;DREUX;28100.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.739482;1.373256;;Autre;;;;;;72.59427332930669
CE;17515;Ce Ile-De-France;105;Paris Levis/00105;18 RUE DE LEVIS;PARIS;75017.0;Sas;TLJ {06:00-22:00};Dvv;disponible;48.882362;2.315441;;Paris;;;;;;4.397637018593932
CE;17515;Ce Ile-De-France;105;Paris Levis/00105;18 RUE DE LEVIS;PARIS;75017.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.882362;2.315441;;Paris;;;;;;4.397637018593932
CE;17515;Ce Ile-De-France;106;Paris Alesia/00106;130 RUE D ALESIA;PARIS;75014.0;Sas;TLJ {07:00-22:00};Gab;hors service;48.830146;2.320615;;Paris;;;;;;3.081968718564721
CE;17515;Ce Ile-De-France;106;Paris Alesia/00106;130 RUE D ALESIA;PARIS;75014.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.830146;2.320615;;Paris;;;;;;3.081968718564721
CE;17515;Ce Ile-De-France;109;Paris Rambuteau/00109;16 RUE RAMBUTEAU;PARIS;75003.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.860781;2.355001;;Paris;;;;;;1.2533850121426566
CE;17515;Ce Ile-De-France;110;Paris Guy Moquet/00110;51 AVENUE DE SAINT OUEN;PARIS;75017.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.891034;2.326595;;Paris;;;;;;4.873324054385379
CE;17515;Ce Ile-De-France;113;Paris Mozart/00113;35 AVENUE MOZART;PARIS;75016.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.855657;2.270605;;Paris;;;;;;5.842952862082018
CE;17515;Ce Ile-De-France;114;Paris Porte D Orleans/00114;103 AVENUE DU GENERAL LECLERC;PARIS;75014.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.825629;2.326521;;Paris;;;;;;3.208821814304081
CE;17515;Ce Ile-De-France;114;Paris Porte D Orleans/00114;103 AVENUE DU GENERAL LECLERC;PARIS;75014.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.825629;2.326521;;Paris;;;;;;3.208821814304081
CE;17515;Ce Ile-De-France;115;Paris Olympiades/00115;3 RUE DES FRERES D ASTIERUE DE LA VIGERICENTRE COMMERCIAL LES OLYMPIADES;PARIS;75013.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.824095;2.363687;;Paris;;;;;;3.0497180365121537
CE;17515;Ce Ile-De-France;115;Paris Olympiades/00115;3 RUE DES FRERES D ASTIERUE DE LA VIGERICENTRE COMMERCIAL LES OLYMPIADES;PARIS;75013.0;Sas;TLJ {06:00-22:00};Gdv;service dégradé;48.824095;2.363687;;Paris;;;;;;3.0497180365121537
CE;17515;Ce Ile-De-France;115;Paris Olympiades/00115;3 RUE DES FRERES D ASTIERUE DE LA VIGERICENTRE COMMERCIAL LES OLYMPIADES;PARIS;75013.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.824095;2.363687;;Paris;;;;;;3.0497180365121537
CE;14505;Ce Loire-Centre;12552;Janville/12552;20 PLACE MARTROI;JANVILLE;28310.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.200518;1.882801;;Autre;;;;;;79.99569269206165
CE;17515;Ce Ile-De-France;117;Paris Porte De Champerret/00117;12 AVENUE STEPHANE MALLARME;PARIS;75017.0;Sas;TLJ {07:00-22:00};Dvv;disponible;48.886079;2.291747;;Paris;;;;;;5.852283150986718
CE;17515;Ce Ile-De-France;119;Paris Magenta/00119;114 BOULEVARD MAGENTA;PARIS;75010.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.879018;2.353863;;Paris;;;;;;3.2390038888050974
CE;17515;Ce Ile-De-France;119;Paris Magenta/00119;114 BOULEVARD MAGENTA;PARIS;75010.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};Dvv;disponible;48.879018;2.353863;;Paris;;;;;;3.2390038888050974
CE;14505;Ce Loire-Centre;13553;Bonneval/13553;32 RUE DE CHARTRES;BONNEVAL;28800.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.18241;1.387248;;Autre;;;;;;102.65854275719958
CE;17515;Ce Ile-De-France;120;Paris Menilmontant/00120;1 BOULEVARD DE BELLEVILLE;PARIS;75011.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.867306;2.382504;;Paris;;;;;;3.0590038192561266
CE;17515;Ce Ile-De-France;120;Paris Menilmontant/00120;1 BOULEVARD DE BELLEVILLE;PARIS;75011.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.867306;2.382504;;Paris;;;;;;3.0590038192561266
CE;14505;Ce Loire-Centre;13562;Chateaudun Cours Vincent/13562;2 COURS VINCENT;CHATEAUDUN;28200.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.075495;1.343581;;Autre;;;;;;113.67976266935662
CE;17515;Ce Ile-De-France;122;Paris Faubourg Saint Martin/00122;230B RUE DU FAUBOURG SAINT MARTIN;PARIS;75010.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.876739;2.361191;;Paris;;;;;;3.0838791502114056
CE;17515;Ce Ile-De-France;126;Paris Reuilly/00126;42 RUE DE REUILLY;PARIS;75012.0;Sas;TLJ {07:00-22:00};Dvv;disponible;48.845464;2.388621;;Paris;;;;;;2.870679485177044
CE;17515;Ce Ile-De-France;126;Paris Reuilly/00126;42 RUE DE REUILLY;PARIS;75012.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.845464;2.388621;;Paris;;;;;;2.870679485177044
CE;14505;Ce Loire-Centre;26363;Chateauroux Cantrelle/26363;11 AVENUE CHARLES DE GAULLE;CHATEAUROUX;36000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;46.809981;1.688283;;Autre;;;;;;232.1531063410077
CE;17515;Ce Ile-De-France;133;Paris Laumiere/00133;109 ET 111 AVENUE JEAN JAURES;PARIS;75019.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.885795;2.381084;;Paris;;;;;;4.583822088706117
CE;17515;Ce Ile-De-France;138;Paris Les Gobelins/00138;35 AVENUE DES GOBELINS;PARIS;75013.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.83586;2.35282;;Paris;;;;;;1.5857816296989273
CE;17515;Ce Ile-De-France;139;Paris Pere Lachaise/00139;30 ET 32 BOULEVARD DE MENILMONTANT;PARIS;75020.0;Interne;Mar au Ven {09:15-12:45 13:45-17:30} Sam {09:15-13:00 13:00-16:00};Gdv;hors service;48.862699;2.387864;;Paris;;;;;;3.109288430087724
CE;17515;Ce Ile-De-France;141;Paris Ourcq/00141;122 AVENUE DE FLANDRE;PARIS;75019.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.892454;2.379482;;Paris;;;;;;5.1898229049143065
CE;14505;Ce Loire-Centre;27340;Issoudun/27340;21 BOULEVARD MARX DORMOY;ISSOUDUN;36100.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.949942;1.993035;;Autre;;;;;;212.94537807255784
CE;17515;Ce Ile-De-France;150;Arcueil/00150;36 AVENUE LAPLACE;ARCUEIL;94110.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.808218;2.332666;;Autre;;;;;;4.816099374573715
CE;17515;Ce Ile-De-France;150;Arcueil/00150;36 AVENUE LAPLACE;ARCUEIL;94110.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.808218;2.332666;;Autre;;;;;;4.816099374573715
CE;17515;Ce Ile-De-France;151;Rosny Sous Bois/00151;3 RUE DU GENERAL GALLIENI UGC CINE CITE;ROSNY-SOUS-BOIS;93110.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.873785;2.483215;;Autre;;;;;;10.097525777357635
CE;17515;Ce Ile-De-France;151;Rosny Sous Bois/00151;3 RUE DU GENERAL GALLIENI UGC CINE CITE;ROSNY-SOUS-BOIS;93110.0;Sas;TLJ {06:00-22:00};Dvv;disponible;48.873785;2.483215;;Autre;;;;;;10.097525777357635
CE;14505;Ce Loire-Centre;22291;Tours Les Halles/22291;20 PLACE GASTON PAILHOU;TOURS;37000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.391918;0.681173;;Autre;;;;;;204.02764157161675
CE;17515;Ce Ile-De-France;152;Le Perreux/00152;124 AVENUE DU GENERAL DE GAULLE;LE PERREUX-SUR-MARNE;94170.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.842557;2.504381;;Autre;;;;;;11.327153743348847
CE;17515;Ce Ile-De-France;153;Le Bourget/00153;47 AVENUE DE LA DIVISION LECLERC;LE BOURGET;93350.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};Udv;disponible;48.933441;2.424086;;Autre;;;;;;10.743466171373939
CE;17515;Ce Ile-De-France;153;Le Bourget/00153;47 AVENUE DE LA DIVISION LECLERC;LE BOURGET;93350.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.933441;2.424086;;Autre;;;;;;10.743466171373939
CE;17515;Ce Ile-De-France;155;Stains/00155;28 AVENUE LOUIS BORDES;STAINS;93240.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.955104;2.385472;;Autre;;;;;;11.971177321507438
CE;17515;Ce Ile-De-France;156;Gennevilliers/00156;22 RUE LOUIS CALMEL;GENNEVILLIERS;92230.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.926196;2.291936;;Autre;;;;;;9.476691311527897
CE;17515;Ce Ile-De-France;156;Gennevilliers/00156;22 RUE LOUIS CALMEL;GENNEVILLIERS;92230.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.926196;2.291936;;Autre;;;;;;9.476691311527897
CE;17515;Ce Ile-De-France;157;Le Kremlin Bicetre/00157;100 AVENUE DE FONTAINEBLEAU;LE KREMLIN-BICETRE;94270.0;Sas;TLJ {07:00-22:00};Gvv;disponible;48.809969;2.362211;;Autre;;;;;;4.540100686859031
CE;17515;Ce Ile-De-France;159;Bry Sur Marne/00159;4 AVENUE DE NOISY LE GRAND;BRY-SUR-MARNE;94360.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.839047;2.52277;;Autre;;;;;;12.701467893814497
CE;17515;Ce Ile-De-France;161;Bourg La Reine/00161;65 BOULEVARD DU MARECHAL JOFFRE;BOURG-LA-REINE;92340.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.780884;2.314152;;Autre;;;;;;8.121217525988499
CE;17515;Ce Ile-De-France;162;Pierrefitte/00162;47 RUE DE PARIS;PIERREFITTE-SUR-SEINE;93380.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.965853;2.360813;;Autre;;;;;;12.906482832901462
CE;17515;Ce Ile-De-France;165;Bonneuil Sur Marne/00165;4 AVENUE DU COLONEL FABIEN;BONNEUIL-SUR-MARNE;94380.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.773537;2.487332;;Autre;;;;;;13.168784062662288
CE;17515;Ce Ile-De-France;165;Bonneuil Sur Marne/00165;4 AVENUE DU COLONEL FABIEN;BONNEUIL-SUR-MARNE;94380.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.773537;2.487332;;Autre;;;;;;13.168784062662288
CE;17515;Ce Ile-De-France;166;L'Hay Les Roses/00166;45 RUE JEAN JAURES;L'HAY-LES-ROSES;94240.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.778836;2.338352;;Autre;;;;;;7.958906083662515
CE;17515;Ce Ile-De-France;173;Fontenay Aux Roses/00173;84 RUE BOUCICAUT;FONTENAY-AUX-ROSES;92260.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.792375;2.285334;;Autre;;;;;;7.966885745397778
CE;14505;Ce Loire-Centre;14689;Villemandeur/14689;11 RUE DE LA LIBERATION;VILLEMANDEUR;45700.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.990617;2.708574;;Autre;;;;;;99.15473142914573
CE;14505;Ce Loire-Centre;26321;Aigurande/26321;12 PLACE DE LA PROMENADE;AIGURANDE;36140.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;46.434083;1.830057;;Autre;;;;;;271.4453023263174
CE;14505;Ce Loire-Centre;12524;Luisant/12524;77 AVENUE MAURICE MAUNOURY;LUISANT;28600.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;48.431883;1.476391;;Autre;;;;;;79.25629482552571
CE;17515;Ce Ile-De-France;180;Saint Maur Le Parvis/00180;7 RUE DES REMISES;SAINT-MAUR-DES-FOSSES;94100.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.806802;2.473604;;Autre;;;;;;10.243961578421349
CE;17515;Ce Ile-De-France;182;Maisons Alfort Mairie/00182;73 AVENUE DU GENERAL DE GAULLE;MAISONS-ALFORT;94700.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.801612;2.430776;;Autre;;;;;;7.994748998507963
CE;14505;Ce Loire-Centre;21344;Chabris/21344;15 RUE DU PONT;CHABRIS;36210.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;47.256383;1.654652;;Autre;;;;;;184.58310421521503
CE;14505;Ce Loire-Centre;24250;Joue Victor Hugo/24250;PLACE VICTORUE HUGO;JOUE-LES-TOURS;37300.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.3511;0.662812;;Autre;;;;;;208.49766269098603
CE;14505;Ce Loire-Centre;24250;Joue Victor Hugo/24250;PLACE VICTORUE HUGO;JOUE-LES-TOURS;37300.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.3511;0.662812;;Autre;;;;;;208.49766269098603
CE;14505;Ce Loire-Centre;13580;Nogent Le Rotrou Centre/13580;125 RUE SAINT HILAIRE;NOGENT-LE-ROTROU;28400.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;48.323156;0.821213;;Autre;;;;;;126.79000047410642
CE;14505;Ce Loire-Centre;25230;Loches/25230;17 RUE PICOIS;LOCHES;37600.0;Dans La Rue;TLJ {00:00-23:59};Gab;service dégradé;47.128819;0.996744;;Autre;;;;;;216.25709957102026
CE;14505;Ce Loire-Centre;28136;Les Aix D'Angillon/28136;RUE DE LA REPUBLIQUE;LES AIX-D'ANGILLON;18220.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.199125;2.572346;;Autre;;;;;;184.31192265415675
CE;14505;Ce Loire-Centre;22211;Tours Velpeau/22211;128 RUE DE LA FUYE;TOURS;37000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gab;disponible;47.387396;0.7032;;Autre;;;;;;203.44431921828277
CE;14505;Ce Loire-Centre;22202;Tours Forum/22202;7 AVENUE DE GRAMMONT;TOURS;37000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.388123;0.689466;;Autre;;;;;;203.99340794339022
CE;14505;Ce Loire-Centre;22202;Tours Forum/22202;7 AVENUE DE GRAMMONT;TOURS;37000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.388123;0.689466;;Autre;;;;;;203.99340794339022
CE;14505;Ce Loire-Centre;20435;Bracieux/20435;53 RUE ROGERUE BRUN;BRACIEUX;41250.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;47.548735;1.54082;;Autre;;;;;;156.62816567244013
CE;14505;Ce Loire-Centre;20465;Blois Foch/20465;34 AVENUE DU MARECHAL FOCH;BLOIS;41000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;47.579717;1.313806;;Autre;;;;;;160.7622204124779
CE;17515;Ce Ile-De-France;185;Creteil Soleil/00185;AVENUE DU GENERAL DE GAULLECENTRE COMMERCIAL DU BOIS L ABBE;CRETEIL;94000.0;Interne;Lun au Sam {10:00-19:00};Gab;disponible;48.796223;2.448015;;Autre;;;;;;9.340574532194731
CE;17515;Ce Ile-De-France;186;Issy Corentin Celton/00186;42 RUE ERNEST RENAN;ISSY-LES-MOULINEAUX;92130.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.827366;2.279839;;Autre;;;;;;5.718453864009801
CE;17515;Ce Ile-De-France;191;Levallois Pompidou/00191;44 AVENUE GEORGES POMPIDOU;LEVALLOIS-PERRET;92300.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.899181;2.2832;;Autre;;;;;;7.333010807497746
CE;17515;Ce Ile-De-France;194;Asnieres Normandie/00194;23 RUE DE NORMANDIE;ASNIERES;92600.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.906315;2.284677;;Autre;;;;;;7.876009510733723
CE;17515;Ce Ile-De-France;194;Asnieres Normandie/00194;23 RUE DE NORMANDIE;ASNIERES;92600.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.906315;2.284677;;Autre;;;;;;7.876009510733723
CE;17515;Ce Ile-De-France;202;Dourdan/00202;28B RUE DE CHARTRES;DOURDAN;91410.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.530327;2.011331;;Autre;;;;;;43.37625159847448
CE;17515;Ce Ile-De-France;211;Lardy/00211;62 GRANDE RUE;LARDY;91510.0;Sas;TLJ {06:00-22:00};Gdv;disponible;48.519056;2.263946;;Autre;;;;;;37.3375991887297
CE;17515;Ce Ile-De-France;238;Evry Centre/00238;24 COURS BLAISE PASCAL;EVRY;91000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.626966;2.430378;;Autre;;;;;;25.491083769546414
CE;17515;Ce Ile-De-France;240;Morangis/00240;2 PLACE GABRIEL FONTAINE;MORANGIS;91420.0;Interne;Mar au Ven {09:15-12:45 13:45-17:30} Sam {09:15-13:00 13:00-16:00};Gdv;disponible;48.707247;2.328585;;Autre;;;;;;15.950780522271963
CE;14505;Ce Loire-Centre;20256;Blere/20256;PLACE DE LA LIBERATION;BLERE;37150.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.327744;0.991204;;Autre;;;;;;197.06400791640527
CE;14505;Ce Loire-Centre;26362;Chateauroux Grands Champs/26362;171 AVENUE JOHN KENNEDY;CHATEAUROUX;36000.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;46.795065;1.691902;;Autre;;;;;;233.71853708276046
CE;14505;Ce Loire-Centre;97478;Ouzouer/97478;PLACE DE L EGLISE;OUZOUER LE MARCHE;41240.0;Dans La Rue;TLJ {00:00-23:59};Gdv;disponible;47.911165;1.527782;;Autre;;;;;;120.76823278000172
CE;17515;Ce Ile-De-France;250;Sainte Genevieve Gare/00250;2 AVENUE GEORGES PITARD;SAINTE-GENEVIEVE-DES-BOIS;91700.0;Sas;TLJ {06:00-22:00};Gvv;disponible;48.652348;2.314398;;Autre;;;;;;22.132348013444368
CE;17515;Ce Ile-De-France;251;Corbeil Essonnes/00251;10 ET12 PLACE DU COMTE HAYMON;CORBEIL-ESSONNES;91100.0;Dans La Rue;TLJ {00:00-23:59};Gab;service dégradé;48.612886;2.482297;;Autre;;;;;;28.094624537571416
CE;17515;Ce Ile-De-France;253;Athis Mons Centre/00253;1T RUE VALENTIN CONRARTLE PARC D OZONVILLE;ATHIS-MONS;91200.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.708313;2.385816;;Autre;;;;;;15.971954947417055
CE;17515;Ce Ile-De-France;257;Brunoy/00257;10 PLACE DE LA MAIRIE;BRUNOY;91800.0;Dans La Rue;TLJ {00:00-23:59};Gab;disponible;48.698197;2.504134;;Autre;;;;;;20.31016720420697
CE;17515;Ce Ile-De-France;257;Brunoy/00257;10 PLACE DE LA MAIRIE;BRUNOY;91800.0;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};Udv;disponible;48.698197;2.504134;;Autre;;;;;;20.31016720420697
CE;14505;Ce Loire-Centre;28132;Bourges Carrefour/28132;CHAUSSEE DE CHAPPECENTRE COMMERCIAL CARREFOUR;BOURGES;18000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.088799;2.421237;;Autre;;;;;;195.90838781328992
CE;14505;Ce Loire-Centre;28130;Bourges Republique/28130;14 BOULEVARD DE LA REPUBLIQUE;BOURGES;18000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.088306;2.396741;;Autre;;;;;;195.92232855799145
CE;14505;Ce Loire-Centre;23280;Tours Maginot/23280;13 AVENUE MAGINOT;TOURS;37100.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gab;disponible;47.40948;0.682016;;Autre;;;;;;202.42832976294386
CE;14505;Ce Loire-Centre;23220;Saint Pierre Des Corps/23220;55 AVENUE DE LA REPUBLIQUE;SAINT-PIERRE-DES-CORPS;37700.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.389598;0.722035;;Autre;;;;;;202.40953445508018
CE;14505;Ce Loire-Centre;22210;Tours Grammont/22210;122 AVENUE DE GRAMMONT;TOURS;37000.0;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};Gdv;disponible;47.380214;0.693156;;Autre;;;;;;204.5356981678711
