Réseau,Code Etablissement,Etablissement,Code agence,Agence,Adresse,Ville,Code postal,Emplacement,Horaires Automate,Typologie,Etat de fonctionnement,point_geographique,latitude,longitude
Bp,10207,Bp Rives De Paris,78,Fontenay-Aux-Roses/00078,91 RUE BOUCICAUT,Fontenay Aux Roses,92260.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.792032, 2.285665",48.792032,2.285665
Bp,10207,Bp Rives De Paris,86,Rungis Ville/00086,2 PLACE LOUIS XIII,Rungis,94150.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.75105, 2.345588",48.75105,2.345588
Bp,10207,Bp Rives De Paris,121,Soisy-Sur-Seine/00121,9 RUE GALIGNANI,Soisy-Sur-Seine,91450.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.646451, 2.451716",48.646451,2.451716
Bp,10207,Bp Rives De Paris,122,Le Coudray Montceaux/00122,6 PLACE DE LA MAIRIE,Le Coudray Montceaux,91830.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.565432, 2.485684",48.565432,2.485684
Bp,10207,Bp Rives De Paris,129,Grands-Boulevards/00129,34 BOULEVARD BONNE NOUVELLE,Paris,75010.0,Sas,TLJ {06:00-22:00},Gab,disponible,"48.870706, 2.349376",48.870706,2.349376
Bp,10207,Bp Rives De Paris,132,Marcadet/00132,92 BOULEVARD BARBES,Paris,75018.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.891001, 2.349829",48.891001,2.349829
Bp,10207,Bp Rives De Paris,137,Clichy/00137,21 BOULEVARD JEAN JAURES,Clichy,92110.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.89812, 2.307629",48.89812,2.307629
Ce,17515,Ce Ile-De-France,622,Argenteuil Orgemont/00622,ROUTE D ENGHIENCENTRE COMMERCIAL,Argenteuil,95100.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15},Udv,disponible,"48.957536, 2.2384",48.957536,2.2384
Ce,14505,Ce Loire-Centre,26332,Le Blanc/26332,6-8 RUE SAINT HONORE,Le Blanc,36300.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"46.632421, 1.062951",46.632421,1.062951
Ce,17515,Ce Ile-De-France,401,Meaux Centre/00401,18 QUAI VICTORUE HUGO,Meaux,77100.0,Sas,TLJ {06:00-22:00},Dvv,disponible,"48.958062, 2.878146",48.958062,2.878146
Ce,17515,Ce Ile-De-France,403,Chelles/00403,26 AVENUE DE LA RESISTANCE,Chelles,77500.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.877343, 2.585576",48.877343,2.585576
Ce,17515,Ce Ile-De-France,403,Chelles/00403,26 AVENUE DE LA RESISTANCE,Chelles,77500.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.877343, 2.585576",48.877343,2.585576
Ce,17515,Ce Ile-De-France,404,Claye Souilly/00404,64 RUE JEAN JAURES,Claye-Souilly,77410.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.945254, 2.686491",48.945254,2.686491
Ce,14505,Ce Loire-Centre,13529,Courville Sur Eure/13529,1 RUE DU DOCTEURUE BACON,Courville-Sur-Eure,28190.0,Dans La Rue,TLJ {00:00-23:59},Gdv,service dégradé,"48.449272, 1.239947",48.449272,1.239947
Ce,17515,Ce Ile-De-France,408,Esbly/00408,86 RUE DU GENERAL LECLERC,Esbly,77450.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15},Udv,disponible,"48.900951, 2.81191",48.900951,2.81191
Ce,14505,Ce Loire-Centre,13571,La Loupe/13571,4 PLACE DE L'HOTEL DE VILLE,La Loupe,28240.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"48.471925, 1.014654",48.471925,1.014654
Ce,17515,Ce Ile-De-France,409,La Ferte Sous Jouarre/00409,58 RUE DE CHAMIGNY,La Ferte-Sous-Jouarre,77260.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.950419, 3.129667",48.950419,3.129667
Ce,17515,Ce Ile-De-France,409,La Ferte Sous Jouarre/00409,58 RUE DE CHAMIGNY,La Ferte-Sous-Jouarre,77260.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.950419, 3.129667",48.950419,3.129667
Ce,17515,Ce Ile-De-France,409,La Ferte Sous Jouarre/00409,58 RUE DE CHAMIGNY,La Ferte-Sous-Jouarre,77260.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.950419, 3.129667",48.950419,3.129667
Ce,17515,Ce Ile-De-France,412,Noisiel Le Luzard/00412,23 COURS DES ROCHES,Noisiel,77186.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.845621, 2.614781",48.845621,2.614781
Ce,17515,Ce Ile-De-France,414,Lognes/00414,13 ESPLANADE DES DROITS DE L HOMME,Lognes,77185.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.838621, 2.632195",48.838621,2.632195
Ce,17515,Ce Ile-De-France,422,Rebais/00422,6 RUE DU DOCTEURUE FARNY,Rebais,77510.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.846829, 3.232857",48.846829,3.232857
Ce,17515,Ce Ile-De-France,423,Rosay En Brie/00423,6 RUE DE GIRONDE,Rozay-En-Brie,77540.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.684022, 2.958959",48.684022,2.958959
Ce,17515,Ce Ile-De-France,428,Fontenay Tresigny/00428,27 AVENUE DU GENERAL DE GAULLE,Fontenay-Tresigny,77610.0,Sas,TLJ {07:00-22:00},Gdv,disponible,"48.706743, 2.86823",48.706743,2.86823
Ce,17515,Ce Ile-De-France,429,Torcy/00429,23 PROMENADE DU BELVEDERE,Torcy,77200.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,hors service,"48.840367, 2.653445",48.840367,2.653445
Ce,17515,Ce Ile-De-France,429,Torcy/00429,23 PROMENADE DU BELVEDERE,Torcy,77200.0,Sas,TLJ {07:00-22:00},Gdv,disponible,"48.840367, 2.653445",48.840367,2.653445
Ce,17515,Ce Ile-De-France,505,Conflans Centre/00505,PLACE DE LA MAIRIE,Conflans-Sainte-Honorine,78700.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.992115, 2.110773",48.992115,2.110773
Ce,17515,Ce Ile-De-France,506,Maisons Laffitte/00506,3 AVENUE DU GENERAL DE GAULLE,Maisons-Laffitte,78600.0,Sas,TLJ {07:00-22:00},Gvv,disponible,"48.945302, 2.143961",48.945302,2.143961
Ce,17515,Ce Ile-De-France,507,Auvers Sur Oise/00507,PLACE DE LA MAIRIE,Auvers-Sur-Oise,95430.0,Dans La Rue,TLJ {00:00-23:59},Gdv,service dégradé,"49.070308, 2.172219",49.070308,2.172219
Ce,17515,Ce Ile-De-France,518,Andresy/00518,22 BOULEVARD NOEL MARC,Andresy,78570.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.979767, 2.05913",48.979767,2.05913
Ce,17515,Ce Ile-De-France,526,Ermont Centre/00526,5 RUE DU 18 JUIN,Ermont,95120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.989257, 2.258258",48.989257,2.258258
Ce,17515,Ce Ile-De-France,534,Garges Les Gonesse/00534,CENTRE COMMERCIALARC EN CIEL,Garges-Les-Gonesse,95140.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.970928, 2.400511",48.970928,2.400511
Ce,17515,Ce Ile-De-France,536,Gonesse/00536,69 ET 71 RUE DE PARIS,Gonesse,95500.0,Interne,Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45},Gvv,disponible,"48.986467, 2.449469",48.986467,2.449469
Ce,17515,Ce Ile-De-France,538,Goussainville/00538,16 BOULEVARD ROGERUE SALENGRO,Goussainville,95190.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"49.032259, 2.474043",49.032259,2.474043
Ce,14505,Ce Loire-Centre,18624,Chateauneuf Sur Loire/18624,PLACE DE LA LIBERTE,Chateauneuf-Sur-Loire,45110.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gab,disponible,"47.866288, 2.219481",47.866288,2.219481
Ce,17515,Ce Ile-De-France,541,L'Isle Adam/00541,39 GRAND RUE,L'Isle-Adam,95290.0,Sas,TLJ {06:00-22:00},Gab,en attente d'activation,"49.110831, 2.228778",49.110831,2.228778
Ce,17515,Ce Ile-De-France,545,Carrieres Sous Poissy/00545,35 PLACE SAINT BLAISE,Carrieres-Sous-Poissy,78955.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.944084, 2.035331",48.944084,2.035331
Ce,17515,Ce Ile-De-France,546,Marines/00546,1 RUE JEAN JAURES,Marines,95640.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"49.14374, 1.980471",49.14374,1.980471
Ce,17515,Ce Ile-De-France,553,Neuilly Sur Marne Centre/00553,58 ET 60 AVENUE DU GENERAL DE GAULLECENTRE COMMERCIAL,Neuilly-Sur-Marne,93330.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.856779, 2.530582",48.856779,2.530582
Ce,17515,Ce Ile-De-France,553,Neuilly Sur Marne Centre/00553,58 ET 60 AVENUE DU GENERAL DE GAULLECENTRE COMMERCIAL,Neuilly-Sur-Marne,93330.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.856779, 2.530582",48.856779,2.530582
Ce,17515,Ce Ile-De-France,555,Neuilly Plaisance/00555,27 AVENUE DU MARECHAL FOCH,Neuilly-Plaisance,93360.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.862643, 2.503916",48.862643,2.503916
Ce,14505,Ce Loire-Centre,22290,Tours Rabelais/22290,79 RUE GIRAUDEAU,Tours,37000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.384313, 0.676767",47.384313,0.676767
Ce,17515,Ce Ile-De-France,557,Noisy Le Grand Les Richardets/00557,79 AVENUE MEDERIC,Noisy-Le-Grand,93160.0,Sas,TLJ {07:00-22:00},Gvv,disponible,"48.829214, 2.567168",48.829214,2.567168
Ce,14505,Ce Loire-Centre,21432,Montrichard/21432,2 PLACE DE VERDUN,Montrichard,41400.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.343279, 1.184244",47.343279,1.184244
Ce,17515,Ce Ile-De-France,572,Saint Ouen L Aumone/00572,13 RUE DU GENERAL LECLERC,Saint-Ouen-L'Aumone,95310.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"49.046291, 2.105902",49.046291,2.105902
Ce,14505,Ce Loire-Centre,14678,Chalette Sur Loing/14678,13 RUE GAMBETTA,Chalette-Sur-Loing,45120.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gab,disponible,"48.012789, 2.731322",48.012789,2.731322
Ce,17515,Ce Ile-De-France,578,Sevran/00578,12 RUE LUCIEN SPORTISS,Sevran,93270.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.936855, 2.531955",48.936855,2.531955
Ce,14505,Ce Loire-Centre,16684,Pithiviers/16684,4 PLACE DENIS POISSON,Pithiviers,45300.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.173392, 2.257472",48.173392,2.257472
Ce,17515,Ce Ile-De-France,584,Mantes Universite/00584,95 AVENUE JEAN JAURES,Mantes-La-Ville,78711.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.986697, 1.706517",48.986697,1.706517
Ce,17515,Ce Ile-De-France,585,Villepinte/00585,43 AVENUE DE LA GARE,Villepinte,93420.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.946531, 2.56286",48.946531,2.56286
Ce,14505,Ce Loire-Centre,18633,St Jean De Braye/18633,14 RUE PLANCHE DE PIERRE,Saint-Jean-De-Braye,45800.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gab,disponible,"47.911241, 1.969497",47.911241,1.969497
Ce,14505,Ce Loire-Centre,16604,La Chapelle St Mesmin/16604,19 RUE NATIONALE,La Chapelle-Saint-Mesmin,45380.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gab,disponible,"47.889845, 1.838235",47.889845,1.838235
Ce,17515,Ce Ile-De-France,602,Rambouillet Centre/00602,88 RUE DU GENERAL DE GAULLE,Rambouillet,78120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.643436, 1.824595",48.643436,1.824595
Ce,17515,Ce Ile-De-France,602,Rambouillet Centre/00602,88 RUE DU GENERAL DE GAULLE,Rambouillet,78120.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.643436, 1.824595",48.643436,1.824595
Ce,17515,Ce Ile-De-France,604,Limours/00604,20 PLACE DU GENERAL DE GAULLE,Limours,91470.0,Sas,TLJ {07:00-22:00},Gvv,service dégradé,"48.645994, 2.07659",48.645994,2.07659
Ce,14505,Ce Loire-Centre,19609,Beaugency/19609,2 PLACE DU DOCTEURUE HYVERNAU,Beaugency,45190.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.777906, 1.631085",47.777906,1.631085
Ce,17515,Ce Ile-De-France,610,Versailles Montreuil/00610,39 RUE DE MONTREUIL,Versailles,78000.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.804914, 2.144835",48.804914,2.144835
Ce,14505,Ce Loire-Centre,351,Chatillon Sur Indre/00351,33 BOULEVARD DU GENERAL LECLERC,Chatillon-Sur-Indre,36700.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.987501, 1.17191",46.987501,1.17191
Ce,14505,Ce Loire-Centre,28117,Dun Sur Auron/28117,31 GRANDE RUE,Dun-Sur-Auron,18130.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.885393, 2.57206",46.885393,2.57206
Ce,17515,Ce Ile-De-France,614,Versailles St Louis/00614,2T RUE ROYALE,Versailles,78000.0,Sas,TLJ {07:00-22:00},Gvv,disponible,"48.79624, 2.125833",48.79624,2.125833
Ce,17515,Ce Ile-De-France,614,Versailles St Louis/00614,2T RUE ROYALE,Versailles,78000.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.79624, 2.125833",48.79624,2.125833
Ce,14505,Ce Loire-Centre,17632,Orleans Blossieres/17632,14 RUE CHARLES LE CHAUVE,Orleans,45000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.924835, 1.893177",47.924835,1.893177
Ce,17515,Ce Ile-De-France,627,Montigny Les Cormeilles/00627,AVENUE ARISTIDE MAILLOLCENTRE COMMERCIAL CARREFOUR,Montigny-Les-Cormeilles,95370.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.994802, 2.201235",48.994802,2.201235
Ce,17515,Ce Ile-De-France,632,Herblay/00632,PLACE DE LA HALLE,Herblay,95220.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.991669, 2.165978",48.991669,2.165978
Ce,14505,Ce Loire-Centre,11543,Anet/11543,ZAC LE DEBUCHER1 RUE DE LA VESGRE,Anet,28260.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.863078, 1.460108",48.863078,1.460108
Ce,14505,Ce Loire-Centre,27150,Vierzon Republique/27150,2 RUE DU 11 NOVEMBRE,Vierzon,18100.0,Dans La Rue,TLJ {00:00-23:59},Gvv,disponible,"47.221644, 2.066546",47.221644,2.066546
Ce,17515,Ce Ile-De-France,633,Igny Gommonvilliers/00633,10 PLACE DE STALINGRAD,Igny,91430.0,Sas,TLJ {07:00-22:00},Gvv,disponible,"48.732679, 2.221016",48.732679,2.221016
Ce,17515,Ce Ile-De-France,635,Jouy En Josas/00635,7 RUE OBERKAMPF,Jouy-En-Josas,78350.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.764187, 2.167902",48.764187,2.167902
Ce,14505,Ce Loire-Centre,14679,Chalette Sur Loing Vesines/14679,2 RUE DES ECOLES,Chalette-Sur-Loing,45120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.018379, 2.714947",48.018379,2.714947
Ce,17515,Ce Ile-De-France,642,Orsay/00642,2 RUE BOURSIER,Orsay,91400.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.698554, 2.187644",48.698554,2.187644
Ce,17515,Ce Ile-De-France,643,St Remy Les Chevreuses/00643,1 RUE DITTE,Saint-Remy-Les-Chevreuse,78470.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.703135, 2.06968",48.703135,2.06968
Ce,14505,Ce Loire-Centre,14683,Montargis Rue Doree/14683,43 RUE DOREE,Montargis,45200.0,Interne,Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00},Gdv,disponible,"47.996807, 2.732902",47.996807,2.732902
Ce,17515,Ce Ile-De-France,649,Rambouillet La Clairiere/00649,RUE DU CLOS BATANTCENTRE COMMERCIAL,Rambouillet,78120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.626, 1.828471",48.626,1.828471
Ce,17515,Ce Ile-De-France,649,Rambouillet La Clairiere/00649,RUE DU CLOS BATANTCENTRE COMMERCIAL,Rambouillet,78120.0,Sas,TLJ {07:00-22:00},Gvv,disponible,"48.626, 1.828471",48.626,1.828471
Ce,14505,Ce Loire-Centre,16686,Puiseaux/16686,5 PLACE DE LA REPUBLIQUE,Puiseaux,45390.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.204273, 2.470839",48.204273,2.470839
Ce,17515,Ce Ile-De-France,662,Les Ulis Ville/00662,5 AVENUE DU BERRY,Les Ulis,91940.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.682442, 2.168142",48.682442,2.168142
Ce,14505,Ce Loire-Centre,15687,Beaune La Rolande/15687,7 RUE DU GENERAL CROUZAT,Beaune-La-Rolande,45340.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.069752, 2.430371",48.069752,2.430371
Ce,14505,Ce Loire-Centre,14690,Courtenay/14690,10 RUE NATIONALE,Courtenay,45320.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.040457, 3.056369",48.040457,3.056369
Ce,17515,Ce Ile-De-France,677,Chatou/00677,32 AVENUE DU GENERAL SARRAIL,Chatou,78400.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.887677, 2.155125",48.887677,2.155125
Ce,17515,Ce Ile-De-France,679,Bezons/00679,91 RUE EDOUARD VAILLANT,Bezons,95870.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.92603, 2.21251",48.92603,2.21251
Ce,17515,Ce Ile-De-France,683,Le Vesinet Le Pecq/00683,1 PLACE DE LA REPUBLIQUE,Le Vesinet,78110.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.897572, 2.113899",48.897572,2.113899
Ce,17515,Ce Ile-De-France,684,La Celle Saint Cloud/00684,8 AVENUE DE L AQUEDUCCENTRE COMMERCIAL DE BEAUREGARD,La Celle-Saint-Cloud,78170.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"48.847304, 2.114721",48.847304,2.114721
Ce,17515,Ce Ile-De-France,690,Orgeval/00690,11 PLACE DE L EGLISE,Orgeval,78630.0,Sas,TLJ {07:00-22:00},Gvv,disponible,"48.919738, 1.976192",48.919738,1.976192
Ce,17515,Ce Ile-De-France,136,Paris Gay Lussac/00136,3 RUE SOUFFLOT,Paris,75005.0,Sas,TLJ {06:00-23:00},Gdv,disponible,"48.846443, 2.344162",48.846443,2.344162
Ce,17515,Ce Ile-De-France,164,Orly/00164,4 AVENUE MOLIERE,Orly,91310.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Ce,14505,Ce Loire-Centre,19411,Vendome Jean Moulin/19411,588 BOULEVARD ROOSEVELT,Vendome,41100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.805272, 1.054204",47.805272,1.054204
Ce,14505,Ce Loire-Centre,18601,Orleans La Source/18601,13 AVENUE DU PRESIDENT KENNEDY,Orleans,45100.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.83961, 1.93394",47.83961,1.93394
Ce,14505,Ce Loire-Centre,14694,Chatillon Coligny/14694,20 RUE JEAN JAURES,Chatillon-Coligny,45230.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.823095, 2.846139",47.823095,2.846139
Ce,14505,Ce Loire-Centre,15646,Chatillon Sur Loire/15646,PLACE SAINTE ANNE,Chatillon-Sur-Loire,45360.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.591623, 2.752709",47.591623,2.752709
Ce,14505,Ce Loire-Centre,24241,Avoine/24241,27 RUE MARCEL VIGNAUD,Avoine,37420.0,Dans La Rue,TLJ {00:00-23:59},Gab,hors service,"47.204924, 0.182868",47.204924,0.182868
Ce,14505,Ce Loire-Centre,18603,Olivet/18603,107 RUE JULES MARIE SIMON,Olivet,45160.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"47.865882, 1.90256",47.865882,1.90256
Ce,14505,Ce Loire-Centre,18613,St Pryve St Mesmin/18613,189 ROUTE DE SAINT MESMIN,Saint-Pryve-Saint-Mesmin,45750.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.883025, 1.874216",47.883025,1.874216
Ce,14505,Ce Loire-Centre,16607,Meung Sur Loire/16607,PLACE DU MARTROI,Meung-Sur-Loire,45130.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.824388, 1.69488",47.824388,1.69488
Ce,14505,Ce Loire-Centre,17614,St Jean Le Blanc/17614,41 RUE DU GENERAL DE GAULLE,Saint-Jean-Le-Blanc,45650.0,Dans La Rue,TLJ {00:00-23:59},Gab,service dégradé,"47.892215, 1.918418",47.892215,1.918418
Ce,14505,Ce Loire-Centre,18615,St Denis En Val/18615,28 RUE DES ECOLES,Saint-Denis-En-Val,45560.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.879069, 1.956629",47.879069,1.956629
Ce,17515,Ce Ile-De-France,22,Paris Montparnasse/00022,57 BOULEVARD DU MONTPARNASSE,Paris,75006.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.844371, 2.323043",48.844371,2.323043
Ce,17515,Ce Ile-De-France,23,Paris Saint Charles/00023,123 RUE SAINT CHARLES,Paris,75015.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.844271, 2.283643",48.844271,2.283643
Ce,17515,Ce Ile-De-France,23,Paris Saint Charles/00023,123 RUE SAINT CHARLES,Paris,75015.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.844271, 2.283643",48.844271,2.283643
Ce,17515,Ce Ile-De-France,27,Paris Batignolles/00027,22 RUE DES BATIGNOLLES,Paris,75017.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.884803, 2.321299",48.884803,2.321299
Ce,17515,Ce Ile-De-France,29,Paris La Chapelle/00029,11 ET 13 RUE DE LA CHAPELLE,Paris,75018.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.891164, 2.359673",48.891164,2.359673
Ce,17515,Ce Ile-De-France,30,Paris La Fourche/00030,2 AVENUE DE SAINT OUEN,Paris,75018.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.887558, 2.325785",48.887558,2.325785
Ce,17515,Ce Ile-De-France,30,Paris La Fourche/00030,2 AVENUE DE SAINT OUEN,Paris,75018.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.887558, 2.325785",48.887558,2.325785
Ce,17515,Ce Ile-De-France,32,Paris Montmartre/00032,48 RUE DES ABBESSES,Paris,75018.0,Sas,TLJ {07:00-22:00},Dvv,disponible,"48.885531, 2.336055",48.885531,2.336055
Ce,17515,Ce Ile-De-France,34,Paris Buttes Chaumont/00034,126 AVENUE SIMON BOLIVAR,Paris,75019.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.880603, 2.374202",48.880603,2.374202
Ce,17515,Ce Ile-De-France,36,Paris Avron/00036,30 RUE D AVRON,Paris,75020.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.851746, 2.401277",48.851746,2.401277
Ce,17515,Ce Ile-De-France,40,Paris Porte De Saint Cloud/00040,98 RUE CHARDON LAGACHE,Paris,75016.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.839984, 2.262772",48.839984,2.262772
Ce,17515,Ce Ile-De-France,42,Paris Picpus/00042,86 AVENUE DE SAINT MANDE,Paris,75012.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.844448, 2.405947",48.844448,2.405947
Ce,17515,Ce Ile-De-France,48,Paris Vouille Convention/00048,17 RUE DE VOUILLE,Paris,75015.0,Sas,TLJ {06:00-22:00},Gdv,disponible,"48.834983, 2.30463",48.834983,2.30463
Ce,17515,Ce Ile-De-France,49,Paris Place Des Fetes/00049,209 RUE DE BELLEVILLE,Paris,75019.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.875517, 2.394264",48.875517,2.394264
Ce,17515,Ce Ile-De-France,50,Asnieres Sur Seine/00050,2 RUE DE LA CONCORDE,Asnieres-Sur-Seine,92600.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.911324, 2.291653",48.911324,2.291653
