Réseau,Code Etablissement,Etablissement,Code agence,Agence,Adresse,Ville,Code postal,Emplacement,Horaires Automate,Typologie,Etat de fonctionnement,point_geographique,latitude,longitude
Ce,13485,Ce Languedoc-Roussillon,266,Montpellier La Pompignane/00266,1651 AVENUE DE LA POMPIGNANE,Montpellier,34000.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"43.621161, 3.89748",43.621161,3.89748
Ce,13485,Ce Languedoc-Roussillon,585,Montpellier Les Arceaux/00585,29 RUE SAINT LOUIS,Montpellier,34000.0,Dans La Rue,TLJ {00:00-23:59},Gdv,disponible,"43.612049, 3.866429",43.612049,3.866429
Ce,13485,Ce Languedoc-Roussillon,246,Montpellier Chaptal/00246,PLACE CHAPTAL,Montpellier,34000.0,Interne,,Udv,disponible,"43.60498, 3.86999",43.60498,3.86999
Bp,16807,Bp Auvergne Rhone Alpes,401,Lyon Cordeliers/00401,2 PLACE DES CORDELIERS,Lyon,69002.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.763546, 4.837424",45.763546,4.837424
Bp,16807,Bp Auvergne Rhone Alpes,444,Belleville/00444,38 RUE DE LA REPUBLIQUE,Belleville,69220.0,Sas,TLJ {06:00-22:00},Gab,service dégradé,"46.109, 4.749026",46.109,4.749026
Bp,16807,Bp Auvergne Rhone Alpes,406,Lyon Maisons Neuves/00406,240 BIS AV FELIX FAURE,Lyon,69003.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.755541, 4.875593",45.755541,4.875593
Bp,18707,Bp Val De France,113,Acheres/00113,9 RUE CARNOT,Acheres,78260.0,Sas,TLJ {06:00-22:00},Grc,disponible,"48.96069, 2.066607",48.96069,2.066607
Bp,18707,Bp Val De France,113,Acheres/00113,9 RUE CARNOT,Acheres,78260.0,Interne,,Cfp,disponible,"48.96069, 2.066607",48.96069,2.066607
Ce,13485,Ce Languedoc-Roussillon,272,Laverune/00272,RUE DE LA CROIX,Laverune,34880.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.584394, 3.806405",43.584394,3.806405
Ce,13485,Ce Languedoc-Roussillon,264,Montpellier Olympie/00264,134 AVENUE DE PALAVAS,Montpellier,34000.0,Interne,,Udv,disponible,"43.61182, 3.846314",43.61182,3.846314
Ce,13485,Ce Languedoc-Roussillon,264,Montpellier Olympie/00264,134 AVENUE DE PALAVAS,Montpellier,34000.0,Sas,TLJ {06:00-23:00},Gdv,disponible,"43.61182, 3.846314",43.61182,3.846314
Ce,13485,Ce Languedoc-Roussillon,191,Servian/00191,8 RUE DU BELBEZETHCENTRE COMMERCIAL DE LA VITICOLE SUPER U,Servian,34290.0,Interne,,Udv,disponible,,,
Ce,13485,Ce Languedoc-Roussillon,275,Fabregues/00275,RUE CALMETTE,Fabregues,34690.0,Interne,,Udv,disponible,"43.548947, 3.777665",43.548947,3.777665
Ce,17515,Ce Ile-De-France,566,Cergy Le Haut/00566,10 BOULEVARD DES MERVEILLES,Cergy,95800.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"49.046713, 2.010665",49.046713,2.010665
Ce,17515,Ce Ile-De-France,566,Cergy Le Haut/00566,10 BOULEVARD DES MERVEILLES,Cergy,95800.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"49.046713, 2.010665",49.046713,2.010665
Ce,17515,Ce Ile-De-France,566,Cergy Le Haut/00566,10 BOULEVARD DES MERVEILLES,Cergy,95800.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"49.046713, 2.010665",49.046713,2.010665
Ce,17515,Ce Ile-De-France,24,Paris Passy/00024,41 RUE DE PASSY,Paris,75016.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.857777, 2.280829",48.857777,2.280829
Bp,16807,Bp Auvergne Rhone Alpes,454,Villef.S/S Promenoir/00454,56 PLACE CARNOT,Villefranche-S/Saone,69400.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.985238, 4.717782",45.985238,4.717782
Bp,16807,Bp Auvergne Rhone Alpes,478,Villefranche S/S Nord/00478,10 RUE RONCEVAUX,Villefranche-S/Saone,69400.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.995428, 4.718883",45.995428,4.718883
Ce,17515,Ce Ile-De-France,626,Cormeilles En Parisis/00626,23 AVENUE FOCH,Cormeilles-En-Parisis,95240.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.970295, 2.195279",48.970295,2.195279
Bp,16807,Bp Auvergne Rhone Alpes,445,Trevoux/00445,25 RUE DU PALAIS,Trevoux,1600.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Ce,13485,Ce Languedoc-Roussillon,173,Pezenas/00173,24 AVENUE MARECHAL LECLERC,Pezenas,34120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.45955, 3.426732",43.45955,3.426732
Ce,17515,Ce Ile-De-France,134,Paris Saint Fargeau/00134,2 PLACE SAINT FARGEAU,Paris,75020.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Udv,disponible,"48.87159, 2.403789",48.87159,2.403789
Ce,13485,Ce Languedoc-Roussillon,168,Bessan/00168,PLACE DE LA FONTAINE,Bessan,34550.0,Interne,,Udv,disponible,"43.361105, 3.426034",43.361105,3.426034
Ce,17515,Ce Ile-De-France,641,Montigny La Sourderie/00641,5 ALLEE ANDERSENCENTRE COMMERCIAL,Montigny-Le-Bretonneux,78067.0,Sas,TLJ {06:00-22:00},Gvv,disponible,,,
Ce,17515,Ce Ile-De-France,653,Saint Cloud Republique/00653,9 RUE DE MONTRETOUT,Saint-Cloud,92210.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.845723, 2.213283",48.845723,2.213283
Ce,17515,Ce Ile-De-France,653,Saint Cloud Republique/00653,9 RUE DE MONTRETOUT,Saint-Cloud,92210.0,Interne,Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00},Car,disponible,"48.845723, 2.213283",48.845723,2.213283
Ce,17515,Ce Ile-De-France,181,Sceaux Houdan/00181,14 AVENUE DE CAMBERWELL,Sceaux,92330.0,Sas,TLJ {06:00-22:00},Gvv,disponible,"48.778818, 2.293863",48.778818,2.293863
Ce,17515,Ce Ile-De-France,328,Pontault Combault Ville/00328,138 ET 140 AVENUE DE LA REPUBLIQUE,Pontault-Combault,77340.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.799788, 2.607274",48.799788,2.607274
Ce,13485,Ce Languedoc-Roussillon,170,Florensac/00170,47 AVENUE JEAN JAURES,Florensac,34510.0,Interne,,Udv,disponible,"43.384085, 3.463292",43.384085,3.463292
Ce,13485,Ce Languedoc-Roussillon,170,Florensac/00170,47 AVENUE JEAN JAURES,Florensac,34510.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"43.384085, 3.463292",43.384085,3.463292
Bp,16607,Bp Sud,7170,Saint Laurent/07170,9 RUE URBAIN PARRET,Saint Laurent De La Salanque,66250.0,Interne,Lun au Mer et Ven {08:05-12:00 13:30-17:00} Jeu {08:05-12:00 14:30-17:00},Drm,disponible,"42.773583, 2.987977",42.773583,2.987977
Bp,16607,Bp Sud,7150,Canet Plage/07150,7 AVENUE MEDITERRANEE,Canet En Roussillon,66140.0,Dans La Rue,TLJ {14:00-23:00},Gab,disponible,"42.694218, 3.033841",42.694218,3.033841
Bp,16607,Bp Sud,7320,Port La Nouvelle/07320,193 BOULEVARD DU MONUMENT AUX MORTS,Port La Nouvelle,11210.0,Sas,TLJ {06:00-23:00},Gab,disponible,"43.020063, 3.046425",43.020063,3.046425
Ce,14445,Ce Bretagne-Pays De Loire,22313,Bubry/22313,6 RUE DE POULNA,Bubry,56310.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.963141, -3.174584",47.963141,-3.174584
Ce,14445,Ce Bretagne-Pays De Loire,334,Montreuil-Juigne/00334,2 RUE VICTOR HUGO,Montreuil-Juigne,49460.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.528681, -0.611914",47.528681,-0.611914
Ce,14445,Ce Bretagne-Pays De Loire,22204,Rennes Croix Carree/22204,107 109 RUE DE FOUGERES,Rennes,35700.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"48.119482, -1.667247",48.119482,-1.667247
Ce,14445,Ce Bretagne-Pays De Loire,317,Chalonnes/00317,27 PLACE HOTEL DE VILLE,Chalonnes-Sur-Loire,49290.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"47.351949, -0.763471",47.351949,-0.763471
Ce,14445,Ce Bretagne-Pays De Loire,22362,Le Palais/22362,10 PLACE DE L HOTEL DE VILLE,Le Palais,56360.0,Sas,TLJ {06:00-22:00},Gab,disponible,"47.34727, -3.156595",47.34727,-3.156595
Bp,16607,Bp Sud,9360,Vinca/09360,AVENUE DU GENERAL DE GAULLEIMMEUBLE PRADES,Vinca,66320.0,Sas,TLJ {06:00-22:00},Grc,disponible,"42.64532, 2.524672",42.64532,2.524672
Bp,16807,Bp Auvergne Rhone Alpes,1004,Lyon Archers/01004,8 RUE DES ARCHERSCASH CENTER LYON ARCHERS,Lyon,69002.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.759466, 4.832982",45.759466,4.832982
Bp,16807,Bp Auvergne Rhone Alpes,1004,Lyon Archers/01004,8 RUE DES ARCHERSCASH CENTER LYON ARCHERS,Lyon,69002.0,Sas,TLJ {06:00-23:00},Drm,disponible,"45.759466, 4.832982",45.759466,4.832982
Bp,16807,Bp Auvergne Rhone Alpes,511,Saint Etienne La Terrasse/00511,20 PLACE MASSENET,St Etienne,42000.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.466626, 4.378897",45.466626,4.378897
Bp,16807,Bp Auvergne Rhone Alpes,162,Oisans Les Deux Alpes/00162,22 AVENUE DE LA MUZELLE,Les Deux Alpes,38860.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.006032, 6.121839",45.006032,6.121839
Bp,16807,Bp Auvergne Rhone Alpes,107,Saint Rambert/00107,18 RUE STEINBERG,St.Rambert,26140.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.293794, 4.813028",45.293794,4.813028
Bp,16807,Bp Auvergne Rhone Alpes,46,Viuz En Sallaz/00046,304 ALLEE DU COMMERCE,Viuz En Sallaz,74250.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.141725, 6.402202",46.141725,6.402202
Bp,16807,Bp Auvergne Rhone Alpes,331,Billom/00331,1 PL A THOMAS,Billom,63160.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.723746, 3.340334",45.723746,3.340334
Bp,16807,Bp Auvergne Rhone Alpes,53,Gex/00053,RUE DES TERREAUX,Gex,1170.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,140,Saint Peray/00140,2 RUE DENIS PAPIN,St.Peray,7130.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,50,Rumilly/00050,5 PLACE GRENETTE,Rumilly,74150.0,Sas,TLJ {06:00-22:00},Gab,service dégradé,"45.866684, 5.943545",45.866684,5.943545
Bp,16807,Bp Auvergne Rhone Alpes,27,Samoens/00027,202 GRANDE RUE,Samoens,74340.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.084316, 6.724146",46.084316,6.724146
Bp,16807,Bp Auvergne Rhone Alpes,346,Moulins/00346,2 PLACE ANNE DE FRANCE,Moulins,3000.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,129,Domene/00129,6 PLACE MATUSSIERE,Domene,38420.0,Sas,TLJ {06:00-23:00},Cge,disponible,"45.201332, 5.840025",45.201332,5.840025
Bp,16807,Bp Auvergne Rhone Alpes,56,Saint Genis Pouilly/00056,PLACE DE LA FONTAINE,Saint-Genis-Pouilly,1630.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,417,Lyon Part-Dieu/00417,139 RUE GARIBALDI,Lyon,69003.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.762519, 4.852152",45.762519,4.852152
Bp,16807,Bp Auvergne Rhone Alpes,370,Le Coteau/00370,32 AV DE LA LIBERATION,Le-Coteau,42120.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.0301, 4.08337",46.0301,4.08337
Bp,16807,Bp Auvergne Rhone Alpes,314,Riom/00314,35 PLACE LA FEDERATION,Riom,63201.0,Sas,TLJ {06:00-23:00},Drm,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,130,Saint Martin D'Heres/00130,5 RUE BEETHOVEN,St.Martin-D'Heres,38400.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.164524, 5.752403",45.164524,5.752403
Bp,16807,Bp Auvergne Rhone Alpes,371,Roanne Fg Clermont/00371,43 RUE DE CLERMONT,Roanne,42300.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.029257, 4.066097",46.029257,4.066097
Bp,16807,Bp Auvergne Rhone Alpes,482,Lyon Terreaux/00482,2 RUE PAUL CHENAVARD,Lyon,69001.0,Sas,TLJ {06:00-22:00},Gab,hors service,"45.766956, 4.832782",45.766956,4.832782
Bp,16807,Bp Auvergne Rhone Alpes,468,La Verpilliere/00468,455 AVENUE LESDIGUIERES,La Verpilliere,38290.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.635978, 5.144314",45.635978,5.144314
Bp,16807,Bp Auvergne Rhone Alpes,451,Jonage/00451,PLACE GENERAL DE GAULLE,Jonage,69330.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.7961, 5.04719",45.7961,5.04719
Bp,16807,Bp Auvergne Rhone Alpes,307,Le Mont Dore/00307,23 PLACE GENERAL DE GAULLE,Le Mont Dore,63240.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.575534, 2.809338",45.575534,2.809338
Bp,16807,Bp Auvergne Rhone Alpes,516,Firminy/00516,85 RUE J.JAURES,Firminy,42703.0,Sas,TLJ {06:00-23:00},Drm,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,519,La Talaudiere/00519,1 RUE VICTOR HUGO,La Talaudiere,42350.0,Sas,TLJ {06:00-22:00},Gab,hors service,"45.48001, 4.431458",45.48001,4.431458
Bp,16807,Bp Auvergne Rhone Alpes,64,Saint Pierre D'Albigny/00064,PLACE DE L'EGLISE,St Pierre D'Albigny,73250.0,Sas,TLJ {06:00-23:00},Cge,disponible,"45.570023, 6.154332",45.570023,6.154332
Bp,16807,Bp Auvergne Rhone Alpes,439,Craponne/00439,88 AV EDOUARD MILLAUD,Craponne,69290.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.747413, 4.723092",45.747413,4.723092
Bp,16807,Bp Auvergne Rhone Alpes,527,Loire Forez Andrezieux/00527,15 BIS AV DE ST ETIENNE,Andrezieux-Boutheon,42161.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,38,Chatel/00038,196 ROUTE DE VONNES,Chatel,74390.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.265447, 6.84164",46.265447,6.84164
Bp,16807,Bp Auvergne Rhone Alpes,310,Sainte Sigolene/00310,1 RUE VICTOIRE,Sainte-Sigolene,43600.0,Sas,TLJ {06:00-23:00},Cge,disponible,"45.242565, 4.2342",45.242565,4.2342
Bp,16807,Bp Auvergne Rhone Alpes,434,Brignais/00434,RUE COLONEL R. GUILLAUD,Brignais,69530.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.673455, 4.754445",45.673455,4.754445
Bp,16807,Bp Auvergne Rhone Alpes,465,Lyon Place Ronde/00465,62 COURS RICHARD VITTON,Lyon,69003.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.753226, 4.891642",45.753226,4.891642
Bp,16807,Bp Auvergne Rhone Alpes,524,Annonay/00524,21 AV DE L EUROPE,Annonay,7103.0,Sas,TLJ {06:00-23:00},Drm,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,308,La Pardieu/00308,300 RUE DE L'ORADOU,Clermont-Ferrand,63000.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.764581, 3.124694",45.764581,3.124694
Bp,16807,Bp Auvergne Rhone Alpes,348,Saint Just Malmont/00348,14 PL MOULIN PRUGNAT,St Just Malmont,43240.0,Sas,TLJ {06:00-23:00},Cge,disponible,"45.339503, 4.31319",45.339503,4.31319
Bp,16807,Bp Auvergne Rhone Alpes,28,Les Gets/00028,637 RUE DU CENTRE,Les-Gets,74260.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.156756, 6.666509",46.156756,6.666509
Bp,16807,Bp Auvergne Rhone Alpes,525,St Etienne Bellevue/00525,2 RUE G PERI,Saint-Etienne,42100.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.415577, 4.393017",45.415577,4.393017
Bp,16807,Bp Auvergne Rhone Alpes,73,Mont Blanc St Gervais Les Bains/00073,32 RUE DE LA COMTESSE,St Gervais Les Bains,74170.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.891979, 6.711825",45.891979,6.711825
Bp,16807,Bp Auvergne Rhone Alpes,352,Commentry/00352,12 RUE J JAURES,Commentry,3600.0,Sas,TLJ {06:00-23:00},Drm,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,347,Fontgieve/00347,98 RUE FONTGIEVE,Clermont-Ferrand,63000.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.782045, 3.075865",45.782045,3.075865
Bp,16807,Bp Auvergne Rhone Alpes,52,Bellegarde Sur Valserine/00052,57 RUE DE LA REPUBLIQUE,Bellegarde-Sur-Valserine,1200.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,369,Charlieu/00369,23 RUE DES MOULINS,Charlieu,42190.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.157304, 4.169955",46.157304,4.169955
Bp,16807,Bp Auvergne Rhone Alpes,143,Digne Les Bains/00143,40 BOULEVARD GASSENDI,Digne-Les-Bains,4000.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,486,Fontaines Sur Saone/00486,3 RUE PIERRE CARBON,Fontaines-Sur-Saone,69270.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.834352, 4.847686",45.834352,4.847686
Bp,16807,Bp Auvergne Rhone Alpes,179,Eybens/00179,142 AVENUE JEAN JAURES,Eybens,38320.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.149423, 5.750275",45.149423,5.750275
Bp,16807,Bp Auvergne Rhone Alpes,179,Eybens/00179,142 AVENUE JEAN JAURES,Eybens,38320.0,Sas,TLJ {06:00-23:00},Cge,disponible,"45.149423, 5.750275",45.149423,5.750275
Bp,16807,Bp Auvergne Rhone Alpes,441,Lyon Gerland/00441,215 AVENUE JEAN JAURES,Lyon,69007.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.735188, 4.836097",45.735188,4.836097
Bp,16807,Bp Auvergne Rhone Alpes,532,Veauche/00532,22 AVENUE IRENEE LAURENT,Veauche,42340.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.568828, 4.296119",45.568828,4.296119
Bp,16807,Bp Auvergne Rhone Alpes,438,Genas/00438,48/52 RUE REPUBLIQUE,Genas,69740.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.731772, 5.000332",45.731772,5.000332
Bp,16807,Bp Auvergne Rhone Alpes,147,Bourg De Peage/00147,AV DU GENERAL DE GAULLE ESPACE MOSSANT,Bourg-De-Peage,26300.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.035912, 5.057244",45.035912,5.057244
Bp,16807,Bp Auvergne Rhone Alpes,420,Lyon Bachut/00420,344 AVENUE BERTHELOT,Lyon,69008.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.736501, 4.868671",45.736501,4.868671
Bp,16807,Bp Auvergne Rhone Alpes,24,Avoriaz/00024,22 PROMENADE DU FESTIVAL,Avoriaz,74110.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.192211, 6.775042",46.192211,6.775042
Bp,16807,Bp Auvergne Rhone Alpes,24,Avoriaz/00024,22 PROMENADE DU FESTIVAL,Avoriaz,74110.0,Sas,TLJ {06:00-23:00},Grc,service dégradé,"46.192211, 6.775042",46.192211,6.775042
Bp,16807,Bp Auvergne Rhone Alpes,174,Vizille/00174,57 PLACE DU CHATEAU,Vizille,38220.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.074935, 5.772645",45.074935,5.772645
Bp,16807,Bp Auvergne Rhone Alpes,154,Seyssinet/00154,4 AVENUE VICTOR HUGO,Seyssinet-Pariset,38170.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.179241, 5.694048",45.179241,5.694048
Bp,16807,Bp Auvergne Rhone Alpes,14,Cran Gevrier/00014,9 TER AVENUE DE LA REPUBLIQUE,Cran-Gevrier,74960.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,326,Aubiere/00326,4 PL DR KNOX,Aubiere-Cedex,63172.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,318,Egletons/00318,31 AV CHARLES DE GAULLE,Egletons,19300.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.405976, 2.047577",45.405976,2.047577
Bp,16807,Bp Auvergne Rhone Alpes,342,Brives Charensac/00342,127 AVENUE CHARLES DUPUY,Brives-Charensac,43700.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.050569, 3.918874",45.050569,3.918874
Bp,16807,Bp Auvergne Rhone Alpes,42,Bonneville/00042,81 PLACE EMILE FAVRE,Bonneville,74130.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.07799, 6.409418",46.07799,6.409418
Bp,16807,Bp Auvergne Rhone Alpes,145,Chabeuil/00145,ROUTE DE VALENCE,Chabeuil,26120.0,Sas,TLJ {06:00-22:00},Gab,disponible,"44.901781, 5.014147",44.901781,5.014147
Bp,16807,Bp Auvergne Rhone Alpes,157,Guillestre/00157,1 ROUTE DE LA GARE,Guillestre,5600.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,156,Die/00156,49 RUE CAMILLE BUFFARDEL,Die,26150.0,Sas,TLJ {06:00-23:00},Cge,disponible,"44.754363, 5.370852",44.754363,5.370852
Bp,16807,Bp Auvergne Rhone Alpes,41,Saint Pierre En Faucigny/00041,52 PLACE DES PLEIADES,Saint-Pierre-En-Faucigny,74800.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.060021, 6.371477",46.060021,6.371477
Bp,16807,Bp Auvergne Rhone Alpes,19,Annecy Le Vieux Albigny/00019,2 RUE CENTRALE,Annecy-Le-Vieux,74940.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.914417, 6.149582",45.914417,6.149582
Bp,16807,Bp Auvergne Rhone Alpes,51,Annecy Est Les Fins/00051,59 AVENUE DE GENEVE,Annecy,74000.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.900943, 6.118176",45.900943,6.118176
Bp,16807,Bp Auvergne Rhone Alpes,88,Meythet/00088,24 ROUTE DE FRANGY,Meythet,74960.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.92245, 6.098924",45.92245,6.098924
Bp,16807,Bp Auvergne Rhone Alpes,20,Genevois Annemasse/00020,18 AVENUE DE LA GARE,Annemasse,74100.0,Sas,TLJ {06:00-22:00},Gab,disponible,"46.194923, 6.234068",46.194923,6.234068
Bp,16807,Bp Auvergne Rhone Alpes,60,Saint Julien En Genevois/00060,24 RUE FERNAND DAVID,Saint-Julien-En-Genevois,74160.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"46.143508, 6.08401",46.143508,6.08401
Bp,16807,Bp Auvergne Rhone Alpes,17,Annecy Vaugelas/00017,25 RUE VAUGELAS,Annecy,74000.0,Sas,TLJ {06:00-23:00},Drm,disponible,"45.901308, 6.124442",45.901308,6.124442
Bp,16807,Bp Auvergne Rhone Alpes,339,Monistrol Loire/00339,2 AVENUE CHARLES DE GAULLE,Monistrol-Sur-Loire,43120.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.292907, 4.173483",45.292907,4.173483
Bp,16807,Bp Auvergne Rhone Alpes,171,Serre Chevalier/00171,8 CHEMIN DE L ORATOIRE,La-Salle-Les-Alpes,5240.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,483,Saint Genis Laval/00483,59 AVENUE G. CLEMENCEAU,Saint-Genis-Laval,69230.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.696865, 4.794237",45.696865,4.794237
Bp,16807,Bp Auvergne Rhone Alpes,412,Villeurbanne Cusset/00412,359 COURS EMILE ZOLA,Villeurbanne,69100.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.765602, 4.901276",45.765602,4.901276
Bp,16807,Bp Auvergne Rhone Alpes,408,Vienne/00408,8 PLACE DE MIREMONT,Vienne,38200.0,Sas,TLJ {06:00-23:00},Drm,disponible,"45.524363, 4.874535",45.524363,4.874535
Bp,16807,Bp Auvergne Rhone Alpes,150,Montelimar Sud/00150,140 AVENUE JEAN JAURES,Montelimar,26200.0,Sas,TLJ {06:00-23:00},Cge,disponible,"44.542113, 4.746547",44.542113,4.746547
Bp,16807,Bp Auvergne Rhone Alpes,303,Thiers Le Chambon/00303,74 AV GAL DE GAULLE,Thiers,63300.0,Sas,TLJ {07:00-22:00},Gab,disponible,"45.841381, 3.510464",45.841381,3.510464
Bp,16807,Bp Auvergne Rhone Alpes,74,Les Contamines Montjoie/00074,IMMEUBLE LE SAVOY,Les-Contamines-Montjoie,74170.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.818391, 6.726183",45.818391,6.726183
Bp,16807,Bp Auvergne Rhone Alpes,74,Les Contamines Montjoie/00074,IMMEUBLE LE SAVOY,Les-Contamines-Montjoie,74170.0,Sas,TLJ {06:00-23:00},Gab,disponible,"45.818391, 6.726183",45.818391,6.726183
Bp,16807,Bp Auvergne Rhone Alpes,144,Manosque/00144,8 BOULEVARD ELEMIR BOURGES,Manosque,4100.0,Sas,TLJ {06:00-22:00},Gab,disponible,,,
Bp,16807,Bp Auvergne Rhone Alpes,146,Saint Egreve/00146,4 BIS AVENUE GENERAL DE GAULLE,St.Egreve,38120.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.230377, 5.682307",45.230377,5.682307
Bp,16807,Bp Auvergne Rhone Alpes,535,St Etienne Nord Roche La Moliere/00535,10 RUE GAMBETTA,Roche La Moliere,42230.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.433157, 4.323759",45.433157,4.323759
Bp,16807,Bp Auvergne Rhone Alpes,457,Venissieux/00457,16 PLACE LEON SUBLET,Venissieux,69200.0,Sas,TLJ {06:00-22:00},Gab,disponible,"45.699603, 4.88361",45.699603,4.88361
Bp,16807,Bp Auvergne Rhone Alpes,138,Grenoble Notre Dame/00138,3 PLACE NOTRE DAME,Grenoble,38000.0,Dans La Rue,TLJ {00:00-23:59},Gab,disponible,"45.19285, 5.73134",45.19285,5.73134
